Property ID,Property Address,Borough,Neighborhood,Property Manager,Tenant ID,Tenant Name,Tenant Category,Tenant Status,Monthly Rent,Latest AR Month,Latest Outstanding Balance,Latest Aging Bucket,Latest Collection Priority,Total Outstanding Balance,Months With Balance,High or Critical Months,AR Risk Status
PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00123,Beacon Studio 123,Residential,Active,2091.53,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00125,Vista Partners 125,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00126,Northstar Clinic 126,Residential,Active,4170.5,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00128,Cedar Consulting 128,Residential,Active,3646.75,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00129,Summit Partners 129,Residential,Active,3826.33,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00130,Northstar Group 130,Residential,Active,6836.32,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00135,Liberty Partners 135,Residential,Active,932.22,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00138,Evergreen Market 138,Healthcare,Active,3698.8,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00139,Apex Holdings 139,Fitness/Wellness,Active,3471.81,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00140,Metro Pharmacy 140,Residential,Active,2495.19,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00141,Atlas Partners 141,Residential,Active,9470.14,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00142,Urban Holdings 142,Fitness/Wellness,Active,1393.35,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00143,Harbor Pharmacy 143,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00144,Parkside Services 144,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00145,Apex Market 145,Residential,Active,11043.15,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00146,Evergreen Retail 146,Residential,Active,1355.22,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00147,Northstar Pharmacy 147,Office/Services,Active,5911.24,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0012,724 EAST 221 STREET,Bronx,WILLIAMSBRIDGE,Jordan Lee,TEN-00148,Cornerstone Studio 148,Residential,Active,4733.27,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00149,Vista Studio 149,Residential,Active,17582.45,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00152,Beacon Cafe 152,Residential,Active,9724.75,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00153,Apex Market 153,Residential,Active,16584.91,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00155,Cedar Studio 155,Residential,Active,9853.23,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00156,Evergreen Services 156,Retail,Active,16103.48,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00157,Sterling Studio 157,Retail,Active,8097.77,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00158,Sterling Consulting 158,Residential,Active,13273.83,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00159,Metro Studio 159,Office/Services,Active,7167.99,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00162,Harbor Labs 162,Residential,Active,26246.38,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00163,Apex Fitness 163,Residential,Active,30693.12,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00164,Urban Fitness 164,Residential,Active,22746.64,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0014,56-16 SEABURY STREET,Queens,ELMHURST,Drew Thompson,TEN-00165,Beacon Consulting 165,Food & Beverage,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0014,56-16 SEABURY STREET,Queens,ELMHURST,Drew Thompson,TEN-00166,Metro Studio 166,Residential,Active,2152.44,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0014,56-16 SEABURY STREET,Queens,ELMHURST,Drew Thompson,TEN-00167,Atlas Market 167,Retail,Active,1406.35,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0014,56-16 SEABURY STREET,Queens,ELMHURST,Drew Thompson,TEN-00169,Apex Pharmacy 169,Fitness/Wellness,Active,3103.07,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0014,56-16 SEABURY STREET,Queens,ELMHURST,Drew Thompson,TEN-00171,Apex Holdings 171,Residential,Active,1027.28,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00173,Pioneer Pharmacy 173,Residential,Active,8672.1,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00174,Pioneer Design 174,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00175,Beacon Holdings 175,Food & Beverage,Active,3399.94,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00176,Cedar Fitness 176,Residential,Renewal Risk,4028.38,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00178,Atlas Retail 178,Residential,Active,2701.22,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00179,Northstar Market 179,Residential,Active,7330.42,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00182,Cornerstone Pharmacy 182,Retail,Active,6697.52,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00183,Cornerstone Market 183,Food & Beverage,Active,404362.44,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00184,Beacon Group 184,Residential,Active,354264.03,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00186,Brightline Pharmacy 186,Residential,Active,46317.32,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00190,Atlas Consulting 190,Residential,Active,129052.24,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00192,Northstar Holdings 192,Residential,Active,243564.02,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00193,Brightline Cafe 193,Residential,Active,451058.73,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00194,Brightline Holdings 194,Residential,Active,165727.98,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00195,Sterling Clinic 195,Residential,Active,151286.72,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Samira Khan,TEN-00196,Vista Studio 196,Residential,Active,1221.69,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Samira Khan,TEN-00198,Evergreen Consulting 198,Residential,Active,10124.9,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Samira Khan,TEN-00200,Parkside Retail 200,Retail,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Samira Khan,TEN-00203,Metro Fitness 203,Healthcare,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Samira Khan,TEN-00204,Atlas Services 204,Residential,Active,2263.81,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Samira Khan,TEN-00207,Pioneer Holdings 207,Residential,Active,1046.73,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Samira Khan,TEN-00208,Evergreen Consulting 208,Residential,Active,3779.88,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00212,Beacon Consulting 212,Residential,Active,3677.32,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00214,Evergreen Services 214,Residential,Active,4175.83,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00215,Northstar Fitness 215,Residential,Active,13340.33,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00216,Apex Retail 216,Office/Services,Active,4718.32,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00217,Pioneer Partners 217,Residential,Active,7006.38,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00219,Harbor Services 219,Residential,Active,64620.46,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00220,Cedar Studio 220,Residential,Active,4431.25,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00223,Brightline Pharmacy 223,Residential,Active,11820.72,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00224,Hudson Design 224,Residential,Active,6364.38,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00226,Atlas Pharmacy 226,Residential,Active,1468.12,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00228,Cornerstone Labs 228,Residential,Active,8975.96,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00229,Harbor Clinic 229,Residential,Active,13051.86,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00230,Beacon Clinic 230,Residential,Active,4622.69,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00231,Pioneer Cafe 231,Residential,Active,2302.56,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00232,Liberty Services 232,Residential,Active,1450.53,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00233,Urban Holdings 233,Residential,Active,9752.82,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00235,Cedar Clinic 235,Residential,Active,5960.28,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00239,Harbor Cafe 239,Food & Beverage,Active,6156.74,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00242,Brightline Fitness 242,Food & Beverage,Active,21102.46,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00243,Summit Studio 243,Office/Services,Active,2199.61,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00244,Urban Market 244,Healthcare,Active,5798.11,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00245,Evergreen Cafe 245,Residential,Active,4767.21,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00246,Vista Holdings 246,Residential,Active,14208.43,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00247,Pioneer Labs 247,Residential,Active,2240.02,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00248,Beacon Studio 248,Residential,Active,17005.66,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00249,Summit Group 249,Residential,Active,14080.45,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Drew Thompson,TEN-00250,Brightline Design 250,Residential,Active,3373.04,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Drew Thompson,TEN-00251,Evergreen Cafe 251,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Drew Thompson,TEN-00252,Metro Retail 252,Residential,Active,6450.61,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Drew Thompson,TEN-00253,Urban Pharmacy 253,Residential,Active,2148.27,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Drew Thompson,TEN-00254,Hudson Market 254,Residential,Active,3128.26,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Drew Thompson,TEN-00255,Northstar Market 255,Residential,Active,8581.63,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Drew Thompson,TEN-00258,Northstar Market 258,Retail,Active,3871.34,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00260,Evergreen Pharmacy 260,Residential,Active,5150.36,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00261,Northstar Design 261,Residential,Active,8190.44,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00262,Northstar Studio 262,Residential,Active,1212.55,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00263,Summit Labs 263,Food & Beverage,Active,13654.04,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00264,Parkside Cafe 264,Residential,Active,4973.37,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00265,Pioneer Fitness 265,Food & Beverage,Active,1432.02,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00266,Harbor Partners 266,Residential,Active,15070.95,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00267,Liberty Services 267,Residential,Active,5832.26,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00269,Summit Labs 269,Residential,Active,1464.24,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Avery Johnson,TEN-00271,Evergreen Market 271,Residential,Active,8908.68,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00274,Apex Labs 274,Residential,Active,3589.28,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00278,Urban Consulting 278,Residential,Active,15354.79,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00279,Sterling Retail 279,Residential,Active,10921.11,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00280,Liberty Services 280,Fitness/Wellness,Active,12778.6,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00281,Pioneer Group 281,Retail,Active,6904.64,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00282,Pioneer Clinic 282,Retail,Month-to-Month,20573.68,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00283,Cornerstone Services 283,Healthcare,Active,3672.43,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Drew Thompson,TEN-00284,Harbor Design 284,Retail,Active,3405.42,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Taylor Morgan,TEN-00286,Atlas Services 286,Office/Services,Active,4281.79,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Taylor Morgan,TEN-00288,Urban Group 288,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Taylor Morgan,TEN-00290,Pioneer Design 290,Residential,Active,7296.14,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Taylor Morgan,TEN-00292,Cedar Services 292,Residential,Active,3933.69,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Taylor Morgan,TEN-00294,Vista Studio 294,Healthcare,Active,1718.72,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Taylor Morgan,TEN-00295,Urban Fitness 295,Residential,Active,12876.32,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00297,Vista Retail 297,Residential,Active,5802.41,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00298,Metro Partners 298,Office/Services,Active,7949.99,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00300,Pioneer Pharmacy 300,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00302,Urban Clinic 302,Residential,Active,11294.63,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00303,Summit Fitness 303,Residential,Active,5392.61,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00304,Sterling Fitness 304,Residential,Active,12585.68,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00305,Summit Studio 305,Residential,Active,5042.2,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Drew Thompson,TEN-00308,Harbor Cafe 308,Retail,Active,8169.46,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00309,Atlas Fitness 309,Residential,Active,2186.83,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00310,Urban Pharmacy 310,Food & Beverage,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00311,Beacon Cafe 311,Office/Services,Active,3112.04,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00312,Evergreen Studio 312,Residential,Active,3861.73,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00313,Apex Studio 313,Residential,Active,9027.16,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00315,Metro Design 315,Residential,Active,6616.25,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00317,Pioneer Holdings 317,Residential,Active,900.0,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
PROP-0026,94 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00319,Metro Cafe 319,Residential,Active,5762.36,2025-12-01,0.0,Current,Low,0.0,12,0,High AR risk
