work_order_id,property_id,tenant_id,opened_date,closed_date,work_order_category,priority,status,sla_days,days_to_close,overdue_flag,estimated_cost,vendor_id,vendor_name,synthetic_record
WO-0001930,PROP-0091,TEN-01152,2025-02-06,2025-02-09,Electrical,Low,Closed,14,3,False,84.49,VEND-002,Skyline Maintenance,True
WO-0001931,PROP-0091,TEN-01143,2025-03-21,2025-03-25,Janitorial,Medium,Closed,7,4,False,297.93,VEND-003,Metro Mechanical,True
WO-0001932,PROP-0091,TEN-01152,2025-03-04,2025-03-08,Tenant Request,Medium,Closed,7,4,False,150.17,VEND-001,Rapid Repair Co,True
WO-0001933,PROP-0091,TEN-01152,2025-03-18,2025-03-20,Tenant Request,High,Closed,3,2,False,363.75,VEND-001,Rapid Repair Co,True
WO-0001934,PROP-0091,TEN-01151,2025-03-20,2025-03-25,Security,Medium,Closed,7,5,False,50.0,VEND-001,Rapid Repair Co,True
WO-0001935,PROP-0091,,2025-03-23,2025-03-26,Tenant Request,High,Closed,3,3,False,722.97,VEND-001,Rapid Repair Co,True
WO-0001936,PROP-0091,TEN-01142,2025-04-03,2025-04-15,Tenant Request,Low,Closed,14,12,False,177.33,VEND-011,CleanCore Services,True
WO-0001937,PROP-0091,TEN-01144,2025-04-23,2025-04-24,Tenant Request,High,Closed,3,1,False,473.93,VEND-002,Skyline Maintenance,True
WO-0001938,PROP-0091,TEN-01142,2025-04-09,2025-04-10,Preventive Maintenance,Medium,Closed,7,1,False,436.4,VEND-010,FrontDesk Patrol,True
WO-0001939,PROP-0091,TEN-01142,2025-04-06,2025-04-12,Preventive Maintenance,Low,Closed,14,6,False,158.56,VEND-009,Guardian Security,True
WO-0001940,PROP-0091,TEN-01145,2025-04-07,2025-04-08,Common Area,High,Closed,3,1,False,3201.63,VEND-003,Metro Mechanical,True
WO-0001941,PROP-0091,TEN-01151,2025-05-03,2025-06-02,HVAC,Low,Closed,14,30,True,266.37,VEND-002,Skyline Maintenance,True
WO-0001942,PROP-0091,TEN-01142,2025-05-05,2025-05-11,Security,Low,Closed,14,6,False,94.42,VEND-009,Guardian Security,True
WO-0001943,PROP-0091,TEN-01144,2025-05-15,2025-05-16,Tenant Request,Critical,Closed,1,1,False,1645.96,VEND-001,Rapid Repair Co,True
WO-0001944,PROP-0091,,2025-05-02,2025-05-13,Preventive Maintenance,Medium,Closed,7,11,True,326.99,VEND-003,Metro Mechanical,True
WO-0001945,PROP-0091,TEN-01145,2025-07-12,2025-07-28,Electrical,Critical,Closed,1,16,True,3342.25,VEND-012,Sparkle Janitorial,True
WO-0001946,PROP-0091,TEN-01146,2025-07-04,2025-07-05,Plumbing,Medium,Closed,7,1,False,133.28,VEND-011,CleanCore Services,True
WO-0001947,PROP-0091,TEN-01144,2025-07-11,,Plumbing,Low,In Progress,14,,False,156.42,VEND-001,Rapid Repair Co,True
WO-0001948,PROP-0091,,2025-07-16,,Common Area,Low,Open,14,,False,374.84,VEND-012,Sparkle Janitorial,True
WO-0001949,PROP-0091,,2025-07-14,2025-07-23,Tenant Request,Low,Closed,14,9,False,401.59,VEND-002,Skyline Maintenance,True
WO-0001950,PROP-0091,TEN-01152,2025-07-19,2025-07-29,Janitorial,Critical,Closed,1,10,True,301.89,VEND-010,FrontDesk Patrol,True
WO-0001951,PROP-0091,,2025-08-11,2025-08-12,Tenant Request,High,Closed,3,1,False,50.0,VEND-010,FrontDesk Patrol,True
WO-0001952,PROP-0091,TEN-01148,2025-08-04,2025-08-09,Janitorial,Low,Closed,14,5,False,103.6,VEND-002,Skyline Maintenance,True
WO-0001953,PROP-0091,,2025-08-20,2025-09-13,Preventive Maintenance,Medium,Closed,7,24,True,408.49,VEND-005,Bright Electric,True
WO-0001954,PROP-0091,,2025-09-25,2025-09-28,HVAC,Medium,Closed,7,3,False,50.0,VEND-012,Sparkle Janitorial,True
WO-0001955,PROP-0091,TEN-01150,2025-09-22,2025-09-25,Plumbing,High,Closed,3,3,False,605.47,VEND-009,Guardian Security,True
WO-0001956,PROP-0091,TEN-01145,2025-09-16,,Plumbing,Medium,In Progress,7,,False,234.25,VEND-001,Rapid Repair Co,True
WO-0001957,PROP-0091,,2025-09-04,2025-09-07,Plumbing,High,Closed,3,3,False,779.81,VEND-010,FrontDesk Patrol,True
WO-0001958,PROP-0091,TEN-01151,2025-10-04,,Janitorial,Medium,In Progress,7,,False,255.93,VEND-011,CleanCore Services,True
WO-0001959,PROP-0091,,2025-10-09,2025-10-11,Plumbing,Medium,Closed,7,2,False,667.17,VEND-010,FrontDesk Patrol,True
WO-0001960,PROP-0091,,2025-10-15,2025-10-25,Electrical,Critical,Closed,1,10,True,4895.8,VEND-003,Metro Mechanical,True
WO-0001961,PROP-0091,TEN-01143,2025-10-06,2025-10-09,Security,Medium,Closed,7,3,False,216.23,VEND-011,CleanCore Services,True
WO-0001962,PROP-0091,TEN-01149,2025-11-24,,Plumbing,Low,In Progress,14,,False,328.43,VEND-011,CleanCore Services,True
WO-0001963,PROP-0091,,2025-11-11,2025-11-13,Preventive Maintenance,Medium,Closed,7,2,False,666.37,VEND-003,Metro Mechanical,True
WO-0001964,PROP-0091,TEN-01144,2025-11-27,2025-12-03,Electrical,Medium,Closed,7,6,False,535.55,VEND-001,Rapid Repair Co,True
WO-0001965,PROP-0091,TEN-01152,2025-11-17,2025-11-20,Preventive Maintenance,High,Closed,3,3,False,1000.16,VEND-001,Rapid Repair Co,True
WO-0001966,PROP-0091,TEN-01144,2025-11-05,,Preventive Maintenance,Low,Open,14,,False,689.79,VEND-003,Metro Mechanical,True
WO-0001967,PROP-0092,TEN-01155,2025-01-11,2025-01-22,Elevator,Low,Closed,14,11,False,305.03,VEND-002,Skyline Maintenance,True
WO-0001968,PROP-0092,TEN-01154,2025-02-05,2025-02-06,Plumbing,Critical,Closed,1,1,False,2936.84,VEND-005,Bright Electric,True
WO-0001969,PROP-0092,TEN-01153,2025-03-06,2025-03-08,Janitorial,High,Closed,3,2,False,2045.2,VEND-001,Rapid Repair Co,True
WO-0001970,PROP-0092,,2025-03-08,2025-03-14,Common Area,Low,Closed,14,6,False,459.46,VEND-004,Ace Plumbing,True
WO-0001971,PROP-0092,,2025-04-27,,Preventive Maintenance,Medium,Open,7,,True,1157.58,VEND-012,Sparkle Janitorial,True
WO-0001972,PROP-0092,TEN-01153,2025-04-20,2025-04-26,Janitorial,Medium,Closed,7,6,False,330.13,VEND-003,Metro Mechanical,True
WO-0001973,PROP-0092,,2025-04-10,2025-04-11,HVAC,High,Closed,3,1,False,934.46,VEND-010,FrontDesk Patrol,True
WO-0001974,PROP-0092,TEN-01155,2025-06-25,2025-07-13,Elevator,High,Closed,3,18,True,1219.95,VEND-004,Ace Plumbing,True
WO-0001975,PROP-0092,TEN-01155,2025-09-20,,Common Area,Low,Open,14,,False,262.99,VEND-005,Bright Electric,True
WO-0001976,PROP-0092,,2025-11-28,,Electrical,Medium,Open,7,,False,151.45,VEND-004,Ace Plumbing,True
WO-0001977,PROP-0092,,2025-12-24,,Elevator,High,Open,3,,True,1495.38,VEND-003,Metro Mechanical,True
WO-0001978,PROP-0093,,2025-02-17,2025-03-10,Common Area,Low,Closed,14,21,True,79.97,VEND-002,Skyline Maintenance,True
WO-0001979,PROP-0093,TEN-01162,2025-02-19,2025-03-05,Security,Low,Closed,14,14,False,119.09,VEND-001,Rapid Repair Co,True
WO-0001980,PROP-0093,,2025-03-07,2025-03-14,Security,Medium,Closed,7,7,False,465.46,VEND-002,Skyline Maintenance,True
WO-0001981,PROP-0093,TEN-01162,2025-03-18,2025-04-17,Elevator,Low,Closed,14,30,True,382.13,VEND-011,CleanCore Services,True
WO-0001982,PROP-0093,TEN-01159,2025-04-04,2025-04-05,Electrical,Low,Closed,14,1,False,77.86,VEND-004,Ace Plumbing,True
WO-0001983,PROP-0093,TEN-01156,2025-04-11,2025-04-25,Electrical,Low,Closed,14,14,False,660.09,VEND-010,FrontDesk Patrol,True
WO-0001984,PROP-0093,TEN-01163,2025-05-12,2025-05-18,Electrical,Medium,Closed,7,6,False,813.35,VEND-012,Sparkle Janitorial,True
WO-0001985,PROP-0093,TEN-01163,2025-05-08,,Electrical,Medium,Open,7,,False,725.36,VEND-009,Guardian Security,True
WO-0001986,PROP-0093,,2025-06-16,2025-06-17,Plumbing,High,Closed,3,1,False,408.3,VEND-001,Rapid Repair Co,True
WO-0001987,PROP-0093,TEN-01159,2025-06-27,,Preventive Maintenance,Low,In Progress,14,,False,68.43,VEND-011,CleanCore Services,True
WO-0001988,PROP-0093,TEN-01156,2025-07-13,2025-07-27,Tenant Request,Low,Closed,14,14,False,50.0,VEND-004,Ace Plumbing,True
WO-0001989,PROP-0093,TEN-01159,2025-07-21,,Preventive Maintenance,High,Open,3,,True,2098.53,VEND-011,CleanCore Services,True
WO-0001990,PROP-0093,TEN-01159,2025-08-06,2025-08-13,Common Area,Medium,Closed,7,7,False,354.66,VEND-010,FrontDesk Patrol,True
WO-0001991,PROP-0093,TEN-01163,2025-08-04,2025-08-11,HVAC,Medium,Closed,7,7,False,603.85,VEND-003,Metro Mechanical,True
WO-0001992,PROP-0093,TEN-01158,2025-08-02,2025-08-03,Janitorial,Low,Closed,14,1,False,292.0,VEND-005,Bright Electric,True
WO-0001993,PROP-0093,TEN-01160,2025-09-02,2025-09-11,Plumbing,Low,Closed,14,9,False,50.0,VEND-002,Skyline Maintenance,True
WO-0001994,PROP-0093,TEN-01161,2025-09-22,2025-10-01,Elevator,Medium,Closed,7,9,True,323.59,VEND-009,Guardian Security,True
WO-0001995,PROP-0093,TEN-01157,2025-11-19,2025-12-06,Janitorial,Medium,Closed,7,17,True,553.87,VEND-011,CleanCore Services,True
WO-0001996,PROP-0093,TEN-01159,2025-11-23,,Janitorial,Low,Open,14,,True,163.42,VEND-010,FrontDesk Patrol,True
WO-0001997,PROP-0093,,2025-11-10,2025-11-14,Security,Low,Closed,14,4,False,202.44,VEND-001,Rapid Repair Co,True
WO-0001998,PROP-0093,TEN-01163,2025-12-25,2025-12-26,Common Area,High,Closed,3,1,False,1201.72,VEND-003,Metro Mechanical,True
WO-0001999,PROP-0093,TEN-01159,2025-12-21,2025-12-23,Janitorial,High,Closed,3,2,False,2402.62,VEND-010,FrontDesk Patrol,True
WO-0002000,PROP-0094,,2025-02-13,2025-02-15,Common Area,High,Closed,3,2,False,1315.02,VEND-001,Rapid Repair Co,True
WO-0002001,PROP-0094,TEN-01168,2025-02-18,,Elevator,Medium,Open,7,,False,166.75,VEND-003,Metro Mechanical,True
WO-0002002,PROP-0094,,2025-02-25,2025-03-16,HVAC,High,Closed,3,19,True,1619.97,VEND-004,Ace Plumbing,True
WO-0002003,PROP-0094,TEN-01173,2025-02-27,2025-03-02,Plumbing,Medium,Closed,7,3,False,1674.22,VEND-011,CleanCore Services,True
WO-0002004,PROP-0094,TEN-01169,2025-03-02,2025-03-05,Janitorial,High,Closed,3,3,False,2588.49,VEND-010,FrontDesk Patrol,True
WO-0002005,PROP-0094,TEN-01164,2025-03-15,2025-03-22,Tenant Request,Medium,Closed,7,7,False,633.12,VEND-003,Metro Mechanical,True
WO-0002006,PROP-0094,TEN-01164,2025-03-02,2025-03-05,Janitorial,Medium,Closed,7,3,False,176.23,VEND-010,FrontDesk Patrol,True
WO-0002007,PROP-0094,,2025-03-18,2025-03-21,Plumbing,Low,Closed,14,3,False,116.85,VEND-009,Guardian Security,True
WO-0002008,PROP-0094,TEN-01170,2025-04-04,2025-04-05,Plumbing,High,Closed,3,1,False,1550.57,VEND-010,FrontDesk Patrol,True
WO-0002009,PROP-0094,TEN-01169,2025-04-04,2025-04-16,Security,Low,Closed,14,12,False,128.34,VEND-011,CleanCore Services,True
WO-0002010,PROP-0094,,2025-05-06,2025-05-12,Tenant Request,Medium,Closed,7,6,False,92.77,VEND-004,Ace Plumbing,True
WO-0002011,PROP-0094,TEN-01171,2025-05-28,2025-06-27,Preventive Maintenance,Low,Closed,14,30,True,50.0,VEND-011,CleanCore Services,True
WO-0002012,PROP-0094,,2025-06-26,,Tenant Request,Medium,In Progress,7,,False,121.39,VEND-010,FrontDesk Patrol,True
WO-0002013,PROP-0094,TEN-01168,2025-07-20,2025-07-26,Preventive Maintenance,Low,Closed,14,6,False,264.42,VEND-003,Metro Mechanical,True
WO-0002014,PROP-0094,TEN-01167,2025-08-27,2025-09-06,Preventive Maintenance,Low,Closed,14,10,False,129.45,VEND-003,Metro Mechanical,True
WO-0002015,PROP-0094,TEN-01168,2025-10-03,,Common Area,Medium,Open,7,,False,721.59,VEND-009,Guardian Security,True
WO-0002016,PROP-0094,,2025-11-05,2025-11-24,Plumbing,Low,Closed,14,19,True,638.88,VEND-009,Guardian Security,True
WO-0002017,PROP-0094,,2025-12-04,2025-12-29,Common Area,Low,Closed,14,25,True,342.85,VEND-012,Sparkle Janitorial,True
WO-0002018,PROP-0095,TEN-01180,2025-01-02,2025-01-03,Tenant Request,High,Closed,3,1,False,284.87,VEND-011,CleanCore Services,True
WO-0002019,PROP-0095,TEN-01179,2025-03-13,2025-03-19,Elevator,Medium,Closed,7,6,False,662.26,VEND-003,Metro Mechanical,True
WO-0002020,PROP-0095,TEN-01176,2025-04-20,2025-05-03,Electrical,Low,Closed,14,13,False,280.27,VEND-010,FrontDesk Patrol,True
WO-0002021,PROP-0095,,2025-04-11,2025-04-24,Tenant Request,Low,Closed,14,13,False,90.51,VEND-004,Ace Plumbing,True
WO-0002022,PROP-0095,,2025-05-12,2025-05-14,Janitorial,High,Closed,3,2,False,1074.81,VEND-001,Rapid Repair Co,True
WO-0002023,PROP-0095,,2025-05-04,2025-05-06,Plumbing,Low,Closed,14,2,False,516.85,VEND-011,CleanCore Services,True
WO-0002024,PROP-0095,,2025-06-24,2025-06-28,Tenant Request,High,Closed,3,4,True,7681.35,VEND-011,CleanCore Services,True
WO-0002025,PROP-0095,TEN-01181,2025-07-12,2025-07-19,Security,Low,Closed,14,7,False,194.86,VEND-005,Bright Electric,True
WO-0002026,PROP-0095,,2025-07-06,2025-07-13,HVAC,Medium,Closed,7,7,False,139.95,VEND-011,CleanCore Services,True
WO-0002027,PROP-0095,TEN-01184,2025-09-13,2025-09-14,Janitorial,Medium,Closed,7,1,False,220.89,VEND-010,FrontDesk Patrol,True
WO-0002028,PROP-0095,,2025-10-27,2025-11-02,Electrical,Medium,Closed,7,6,False,850.62,VEND-004,Ace Plumbing,True
WO-0002029,PROP-0095,,2025-11-14,2025-11-16,Security,Medium,Closed,7,2,False,1484.32,VEND-005,Bright Electric,True
WO-0002030,PROP-0095,TEN-01175,2025-11-20,2025-12-02,Preventive Maintenance,Low,Closed,14,12,False,511.1,VEND-003,Metro Mechanical,True
WO-0002031,PROP-0095,TEN-01183,2025-11-18,2025-11-27,Janitorial,Low,Closed,14,9,False,131.78,VEND-010,FrontDesk Patrol,True
WO-0002032,PROP-0095,,2025-11-02,2025-11-08,HVAC,Medium,Closed,7,6,False,768.77,VEND-012,Sparkle Janitorial,True
WO-0002033,PROP-0095,,2025-11-01,2025-11-03,Janitorial,Medium,Closed,7,2,False,277.29,VEND-009,Guardian Security,True
WO-0002034,PROP-0095,TEN-01185,2025-12-11,2025-12-24,HVAC,High,Closed,3,13,True,1355.9,VEND-001,Rapid Repair Co,True
WO-0002035,PROP-0095,TEN-01174,2025-12-14,2025-12-23,Janitorial,High,Closed,3,9,True,701.1,VEND-002,Skyline Maintenance,True
WO-0002036,PROP-0095,,2025-12-23,2025-12-25,Security,High,Closed,3,2,False,464.21,VEND-010,FrontDesk Patrol,True
WO-0002037,PROP-0095,TEN-01184,2025-12-23,,Common Area,Low,Open,14,,False,119.28,VEND-001,Rapid Repair Co,True
WO-0002038,PROP-0095,,2025-12-04,,Electrical,Medium,In Progress,7,,True,854.38,VEND-011,CleanCore Services,True
WO-0002039,PROP-0096,TEN-01190,2025-02-26,2025-03-02,Common Area,Low,Closed,14,4,False,549.19,VEND-010,FrontDesk Patrol,True
WO-0002040,PROP-0096,,2025-03-05,2025-03-14,HVAC,Medium,Closed,7,9,True,208.57,VEND-005,Bright Electric,True
WO-0002041,PROP-0096,,2025-05-02,2025-05-21,Elevator,High,Closed,3,19,True,926.6,VEND-012,Sparkle Janitorial,True
WO-0002042,PROP-0096,TEN-01188,2025-06-13,2025-06-25,Common Area,High,Closed,3,12,True,391.62,VEND-004,Ace Plumbing,True
WO-0002043,PROP-0096,TEN-01190,2025-08-13,2025-08-21,Tenant Request,Low,Closed,14,8,False,135.86,VEND-002,Skyline Maintenance,True
WO-0002044,PROP-0096,,2025-08-10,2025-08-11,HVAC,Medium,Closed,7,1,False,285.55,VEND-004,Ace Plumbing,True
WO-0002045,PROP-0096,TEN-01187,2025-09-03,2025-09-10,Plumbing,Low,Closed,14,7,False,118.45,VEND-005,Bright Electric,True
WO-0002046,PROP-0096,,2025-09-05,,Plumbing,Critical,In Progress,1,,True,529.13,VEND-003,Metro Mechanical,True
WO-0002047,PROP-0096,,2025-10-02,,HVAC,Low,In Progress,14,,True,180.37,VEND-011,CleanCore Services,True
WO-0002048,PROP-0096,,2025-11-22,2025-11-25,Security,High,Closed,3,3,False,631.21,VEND-005,Bright Electric,True
WO-0002049,PROP-0096,TEN-01190,2025-11-21,2025-11-23,Plumbing,Low,Closed,14,2,False,470.62,VEND-003,Metro Mechanical,True
WO-0002050,PROP-0096,TEN-01188,2025-12-22,2025-12-26,Preventive Maintenance,Low,Closed,14,4,False,171.53,VEND-009,Guardian Security,True
WO-0002051,PROP-0096,,2025-12-15,,Common Area,High,In Progress,3,,True,2069.26,VEND-005,Bright Electric,True
WO-0002052,PROP-0097,,2025-01-19,,HVAC,Low,Open,14,,False,175.88,VEND-004,Ace Plumbing,True
WO-0002053,PROP-0097,TEN-01192,2025-01-20,2025-01-21,Electrical,High,Closed,3,1,False,524.18,VEND-005,Bright Electric,True
WO-0002054,PROP-0097,TEN-01198,2025-01-25,,Common Area,Critical,Open,1,,True,2773.85,VEND-004,Ace Plumbing,True
WO-0002055,PROP-0097,,2025-01-17,2025-01-18,Janitorial,Critical,Closed,1,1,False,1384.18,VEND-012,Sparkle Janitorial,True
WO-0002056,PROP-0097,TEN-01195,2025-01-02,2025-01-04,Tenant Request,High,Closed,3,2,False,241.39,VEND-012,Sparkle Janitorial,True
WO-0002057,PROP-0097,,2025-01-03,2025-01-19,Tenant Request,Medium,Closed,7,16,True,475.89,VEND-003,Metro Mechanical,True
WO-0002058,PROP-0097,TEN-01200,2025-02-04,2025-02-11,HVAC,Medium,Closed,7,7,False,541.47,VEND-009,Guardian Security,True
WO-0002059,PROP-0097,TEN-01197,2025-02-11,,Janitorial,Medium,Open,7,,True,961.39,VEND-005,Bright Electric,True
WO-0002060,PROP-0097,TEN-01194,2025-03-15,2025-03-19,HVAC,Critical,Closed,1,4,True,1856.6,VEND-001,Rapid Repair Co,True
WO-0002061,PROP-0097,,2025-03-09,,Janitorial,Low,In Progress,14,,False,132.86,VEND-005,Bright Electric,True
WO-0002062,PROP-0097,,2025-03-15,2025-03-20,Electrical,Medium,Closed,7,5,False,316.98,VEND-005,Bright Electric,True
WO-0002063,PROP-0097,TEN-01200,2025-04-15,2025-05-05,Tenant Request,Medium,Closed,7,20,True,396.52,VEND-001,Rapid Repair Co,True
WO-0002064,PROP-0097,TEN-01200,2025-04-14,2025-04-19,Plumbing,Low,Closed,14,5,False,236.16,VEND-012,Sparkle Janitorial,True
WO-0002065,PROP-0097,,2025-04-23,,Tenant Request,Medium,In Progress,7,,False,219.26,VEND-012,Sparkle Janitorial,True
WO-0002066,PROP-0097,TEN-01194,2025-05-24,2025-06-06,Preventive Maintenance,Medium,Closed,7,13,True,253.56,VEND-010,FrontDesk Patrol,True
WO-0002067,PROP-0097,,2025-05-23,,Elevator,Medium,In Progress,7,,False,187.26,VEND-001,Rapid Repair Co,True
WO-0002068,PROP-0097,,2025-05-07,,Tenant Request,Medium,Open,7,,True,158.33,VEND-005,Bright Electric,True
WO-0002069,PROP-0097,TEN-01198,2025-06-22,,Security,Low,In Progress,14,,False,50.0,VEND-012,Sparkle Janitorial,True
WO-0002070,PROP-0097,TEN-01200,2025-06-14,,Common Area,Low,Open,14,,False,335.84,VEND-001,Rapid Repair Co,True
WO-0002071,PROP-0097,TEN-01198,2025-06-13,2025-06-19,HVAC,Medium,Closed,7,6,False,400.87,VEND-009,Guardian Security,True
WO-0002072,PROP-0097,,2025-06-18,2025-06-27,Preventive Maintenance,Low,Closed,14,9,False,393.01,VEND-004,Ace Plumbing,True
WO-0002073,PROP-0097,TEN-01197,2025-06-22,2025-06-30,Security,Low,Closed,14,8,False,420.81,VEND-004,Ace Plumbing,True
WO-0002074,PROP-0097,TEN-01200,2025-07-25,2025-07-27,Common Area,Medium,Closed,7,2,False,150.65,VEND-011,CleanCore Services,True
WO-0002075,PROP-0097,,2025-07-01,2025-07-06,Elevator,Medium,Closed,7,5,False,108.6,VEND-005,Bright Electric,True
WO-0002076,PROP-0097,TEN-01191,2025-07-03,2025-07-10,Plumbing,Low,Closed,14,7,False,255.09,VEND-003,Metro Mechanical,True
WO-0002077,PROP-0097,,2025-07-07,2025-07-19,Security,Low,Closed,14,12,False,582.21,VEND-011,CleanCore Services,True
WO-0002078,PROP-0097,TEN-01192,2025-07-09,2025-07-14,Elevator,Medium,Closed,7,5,False,244.16,VEND-001,Rapid Repair Co,True
WO-0002079,PROP-0097,TEN-01198,2025-07-12,2025-07-22,Plumbing,Low,Closed,14,10,False,229.11,VEND-005,Bright Electric,True
WO-0002080,PROP-0097,TEN-01193,2025-07-18,2025-07-22,Plumbing,Low,Closed,14,4,False,227.55,VEND-012,Sparkle Janitorial,True
WO-0002081,PROP-0097,,2025-07-24,2025-07-28,Common Area,Low,Closed,14,4,False,86.57,VEND-003,Metro Mechanical,True
WO-0002082,PROP-0097,TEN-01194,2025-08-23,,Plumbing,High,In Progress,3,,True,811.58,VEND-003,Metro Mechanical,True
WO-0002083,PROP-0097,TEN-01200,2025-09-18,2025-09-21,Tenant Request,Medium,Closed,7,3,False,161.39,VEND-009,Guardian Security,True
WO-0002084,PROP-0097,TEN-01198,2025-09-09,,Common Area,Low,In Progress,14,,False,206.62,VEND-003,Metro Mechanical,True
WO-0002085,PROP-0097,,2025-10-11,,Electrical,Medium,In Progress,7,,False,179.33,VEND-002,Skyline Maintenance,True
WO-0002086,PROP-0097,TEN-01197,2025-10-09,2025-10-13,Common Area,Low,Closed,14,4,False,242.74,VEND-003,Metro Mechanical,True
WO-0002087,PROP-0097,,2025-10-21,,HVAC,High,Open,3,,True,192.69,VEND-001,Rapid Repair Co,True
WO-0002088,PROP-0097,,2025-10-20,2025-11-09,Common Area,High,Closed,3,20,True,382.44,VEND-012,Sparkle Janitorial,True
WO-0002089,PROP-0097,TEN-01191,2025-11-09,2025-11-10,Security,Critical,Closed,1,1,False,1611.12,VEND-005,Bright Electric,True
WO-0002090,PROP-0097,,2025-12-11,2025-12-14,Tenant Request,High,Closed,3,3,False,349.85,VEND-003,Metro Mechanical,True
WO-0002091,PROP-0097,,2025-12-21,,Security,Medium,In Progress,7,,False,1451.92,VEND-004,Ace Plumbing,True
WO-0002092,PROP-0097,,2025-12-15,2025-12-16,HVAC,Medium,Closed,7,1,False,89.64,VEND-002,Skyline Maintenance,True
WO-0002093,PROP-0097,TEN-01198,2025-12-19,2025-12-20,Janitorial,Medium,Closed,7,1,False,556.92,VEND-012,Sparkle Janitorial,True
WO-0002094,PROP-0098,TEN-01204,2025-02-25,,Janitorial,Low,In Progress,14,,False,301.08,VEND-001,Rapid Repair Co,True
WO-0002095,PROP-0098,TEN-01205,2025-02-17,2025-02-20,Electrical,Medium,Closed,7,3,False,447.96,VEND-002,Skyline Maintenance,True
WO-0002096,PROP-0098,TEN-01203,2025-02-03,2025-02-08,HVAC,Medium,Closed,7,5,False,50.0,VEND-009,Guardian Security,True
WO-0002097,PROP-0098,TEN-01202,2025-03-21,2025-04-04,Preventive Maintenance,High,Closed,3,14,True,1547.25,VEND-004,Ace Plumbing,True
WO-0002098,PROP-0098,TEN-01206,2025-03-11,2025-03-18,Electrical,Low,Closed,14,7,False,93.45,VEND-003,Metro Mechanical,True
WO-0002099,PROP-0098,TEN-01209,2025-03-11,,Common Area,Low,In Progress,14,,False,310.7,VEND-004,Ace Plumbing,True
WO-0002100,PROP-0098,TEN-01211,2025-06-04,,Electrical,Medium,In Progress,7,,False,417.19,VEND-009,Guardian Security,True
WO-0002101,PROP-0098,TEN-01203,2025-07-01,2025-07-10,Janitorial,Low,Closed,14,9,False,367.69,VEND-001,Rapid Repair Co,True
WO-0002102,PROP-0098,TEN-01204,2025-07-16,2025-07-21,Elevator,Medium,Closed,7,5,False,847.25,VEND-009,Guardian Security,True
WO-0002103,PROP-0098,,2025-07-23,,HVAC,High,Open,3,,True,386.41,VEND-010,FrontDesk Patrol,True
WO-0002104,PROP-0098,TEN-01205,2025-10-12,2025-10-13,Electrical,Critical,Closed,1,1,False,904.41,VEND-005,Bright Electric,True
WO-0002105,PROP-0098,TEN-01202,2025-11-14,2025-11-26,Elevator,Low,Closed,14,12,False,159.45,VEND-005,Bright Electric,True
WO-0002106,PROP-0098,TEN-01205,2025-12-20,2026-01-02,Elevator,High,Closed,3,13,True,110.55,VEND-002,Skyline Maintenance,True
WO-0002107,PROP-0099,TEN-01218,2025-01-22,2025-01-25,Plumbing,Medium,Closed,7,3,False,498.06,VEND-010,FrontDesk Patrol,True
WO-0002108,PROP-0099,TEN-01220,2025-01-05,2025-01-09,Plumbing,Low,Closed,14,4,False,272.3,VEND-001,Rapid Repair Co,True
WO-0002109,PROP-0099,TEN-01216,2025-01-21,,Janitorial,Low,Open,14,,False,385.75,VEND-003,Metro Mechanical,True
WO-0002110,PROP-0099,,2025-02-20,2025-02-23,Electrical,Medium,Closed,7,3,False,1094.14,VEND-011,CleanCore Services,True
WO-0002111,PROP-0099,,2025-05-05,2025-05-25,Security,High,Closed,3,20,True,2087.14,VEND-011,CleanCore Services,True
WO-0002112,PROP-0099,TEN-01212,2025-05-21,,Security,Critical,Open,1,,True,4734.77,VEND-001,Rapid Repair Co,True
WO-0002113,PROP-0099,TEN-01215,2025-07-20,,Tenant Request,Medium,In Progress,7,,False,132.96,VEND-005,Bright Electric,True
WO-0002114,PROP-0099,,2025-08-16,,Preventive Maintenance,Low,In Progress,14,,False,205.97,VEND-011,CleanCore Services,True
WO-0002115,PROP-0099,TEN-01218,2025-08-14,2025-08-19,HVAC,Low,Closed,14,5,False,382.15,VEND-001,Rapid Repair Co,True
WO-0002116,PROP-0099,TEN-01214,2025-09-13,2025-09-14,Elevator,Low,Closed,14,1,False,105.15,VEND-001,Rapid Repair Co,True
WO-0002117,PROP-0099,TEN-01216,2025-10-04,2025-10-24,HVAC,Medium,Closed,7,20,True,538.72,VEND-001,Rapid Repair Co,True
WO-0002118,PROP-0099,TEN-01221,2025-11-04,2025-11-05,Common Area,Low,Closed,14,1,False,71.03,VEND-004,Ace Plumbing,True
WO-0002119,PROP-0099,TEN-01220,2025-11-11,2025-11-12,Elevator,High,Closed,3,1,False,1054.85,VEND-010,FrontDesk Patrol,True
WO-0002120,PROP-0099,TEN-01216,2025-12-22,2025-12-26,Tenant Request,Medium,Closed,7,4,False,253.09,VEND-009,Guardian Security,True
WO-0002121,PROP-0100,TEN-01224,2025-01-08,2025-01-11,Security,High,Closed,3,3,False,626.3,VEND-009,Guardian Security,True
WO-0002122,PROP-0100,TEN-01223,2025-02-13,2025-02-14,Electrical,Medium,Closed,7,1,False,75.19,VEND-010,FrontDesk Patrol,True
WO-0002123,PROP-0100,TEN-01225,2025-05-06,2025-05-13,Electrical,Medium,Closed,7,7,False,342.18,VEND-012,Sparkle Janitorial,True
