ar_id,property_id,tenant_id,month,billed_rent,amount_paid,outstanding_balance,aging_bucket,collection_priority,synthetic_record
AR-0014855,PROP-0101,TEN-01238,2025-11-01,4541.65,4541.65,0.0,Current,Low,True
AR-0014856,PROP-0101,TEN-01238,2025-12-01,4541.65,4541.65,0.0,Current,Low,True
AR-0014857,PROP-0101,TEN-01239,2025-01-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014858,PROP-0101,TEN-01239,2025-02-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014859,PROP-0101,TEN-01239,2025-03-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014860,PROP-0101,TEN-01239,2025-04-01,3851.15,1925.58,1925.58,1-30,Medium,True
AR-0014861,PROP-0101,TEN-01239,2025-05-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014862,PROP-0101,TEN-01239,2025-06-01,3851.15,2888.36,962.79,1-30,Medium,True
AR-0014863,PROP-0101,TEN-01239,2025-07-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014864,PROP-0101,TEN-01239,2025-08-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014865,PROP-0101,TEN-01239,2025-09-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014866,PROP-0101,TEN-01239,2025-10-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014867,PROP-0101,TEN-01239,2025-11-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014868,PROP-0101,TEN-01239,2025-12-01,3851.15,3851.15,0.0,Current,Low,True
AR-0014869,PROP-0101,TEN-01240,2025-01-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014870,PROP-0101,TEN-01240,2025-02-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014871,PROP-0101,TEN-01240,2025-03-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014872,PROP-0101,TEN-01240,2025-04-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014873,PROP-0101,TEN-01240,2025-05-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014874,PROP-0101,TEN-01240,2025-06-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014875,PROP-0101,TEN-01240,2025-07-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014876,PROP-0101,TEN-01240,2025-08-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014877,PROP-0101,TEN-01240,2025-09-01,3185.22,796.3,2388.92,61-90,High,True
AR-0014878,PROP-0101,TEN-01240,2025-10-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014879,PROP-0101,TEN-01240,2025-11-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014880,PROP-0101,TEN-01240,2025-12-01,3185.22,3185.22,0.0,Current,Low,True
AR-0014881,PROP-0101,TEN-01241,2025-01-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014882,PROP-0101,TEN-01241,2025-02-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014883,PROP-0101,TEN-01241,2025-03-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014884,PROP-0101,TEN-01241,2025-04-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014885,PROP-0101,TEN-01241,2025-05-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014886,PROP-0101,TEN-01241,2025-06-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014887,PROP-0101,TEN-01241,2025-07-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014888,PROP-0101,TEN-01241,2025-08-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014889,PROP-0101,TEN-01241,2025-09-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014890,PROP-0101,TEN-01241,2025-10-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014891,PROP-0101,TEN-01241,2025-11-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014892,PROP-0101,TEN-01241,2025-12-01,10290.26,10290.26,0.0,Current,Low,True
AR-0014893,PROP-0102,TEN-01242,2025-01-01,900.0,900.0,0.0,Current,Low,True
AR-0014894,PROP-0102,TEN-01242,2025-02-01,900.0,900.0,0.0,Current,Low,True
AR-0014895,PROP-0102,TEN-01242,2025-03-01,900.0,900.0,0.0,Current,Low,True
AR-0014896,PROP-0102,TEN-01242,2025-04-01,900.0,900.0,0.0,Current,Low,True
AR-0014897,PROP-0102,TEN-01242,2025-05-01,900.0,900.0,0.0,Current,Low,True
AR-0014898,PROP-0102,TEN-01242,2025-06-01,900.0,900.0,0.0,Current,Low,True
AR-0014899,PROP-0102,TEN-01242,2025-07-01,900.0,900.0,0.0,Current,Low,True
AR-0014900,PROP-0102,TEN-01242,2025-08-01,900.0,900.0,0.0,Current,Low,True
AR-0014901,PROP-0102,TEN-01242,2025-09-01,900.0,900.0,0.0,Current,Low,True
AR-0014902,PROP-0102,TEN-01242,2025-10-01,900.0,900.0,0.0,Current,Low,True
AR-0014903,PROP-0102,TEN-01242,2025-11-01,900.0,900.0,0.0,Current,Low,True
AR-0014904,PROP-0102,TEN-01242,2025-12-01,900.0,900.0,0.0,Current,Low,True
AR-0014905,PROP-0102,TEN-01243,2025-01-01,900.0,900.0,0.0,Current,Low,True
AR-0014906,PROP-0102,TEN-01243,2025-02-01,900.0,900.0,0.0,Current,Low,True
AR-0014907,PROP-0102,TEN-01243,2025-03-01,900.0,900.0,0.0,Current,Low,True
AR-0014908,PROP-0102,TEN-01243,2025-04-01,900.0,900.0,0.0,Current,Low,True
AR-0014909,PROP-0102,TEN-01243,2025-05-01,900.0,900.0,0.0,Current,Low,True
AR-0014910,PROP-0102,TEN-01243,2025-06-01,900.0,900.0,0.0,Current,Low,True
AR-0014911,PROP-0102,TEN-01243,2025-07-01,900.0,900.0,0.0,Current,Low,True
AR-0014912,PROP-0102,TEN-01243,2025-08-01,900.0,900.0,0.0,Current,Low,True
AR-0014913,PROP-0102,TEN-01243,2025-09-01,900.0,900.0,0.0,Current,Low,True
AR-0014914,PROP-0102,TEN-01243,2025-10-01,900.0,900.0,0.0,Current,Low,True
AR-0014915,PROP-0102,TEN-01243,2025-11-01,900.0,900.0,0.0,Current,Low,True
AR-0014916,PROP-0102,TEN-01243,2025-12-01,900.0,900.0,0.0,Current,Low,True
AR-0014917,PROP-0102,TEN-01244,2025-01-01,900.0,900.0,0.0,Current,Low,True
AR-0014918,PROP-0102,TEN-01244,2025-02-01,900.0,900.0,0.0,Current,Low,True
AR-0014919,PROP-0102,TEN-01244,2025-03-01,900.0,900.0,0.0,Current,Low,True
AR-0014920,PROP-0102,TEN-01244,2025-04-01,900.0,900.0,0.0,Current,Low,True
AR-0014921,PROP-0102,TEN-01244,2025-05-01,900.0,900.0,0.0,Current,Low,True
AR-0014922,PROP-0102,TEN-01244,2025-06-01,900.0,900.0,0.0,Current,Low,True
AR-0014923,PROP-0102,TEN-01244,2025-07-01,900.0,900.0,0.0,Current,Low,True
AR-0014924,PROP-0102,TEN-01244,2025-08-01,900.0,900.0,0.0,Current,Low,True
AR-0014925,PROP-0102,TEN-01244,2025-09-01,900.0,900.0,0.0,Current,Low,True
AR-0014926,PROP-0102,TEN-01244,2025-10-01,900.0,900.0,0.0,Current,Low,True
AR-0014927,PROP-0102,TEN-01244,2025-11-01,900.0,900.0,0.0,Current,Low,True
AR-0014928,PROP-0102,TEN-01244,2025-12-01,900.0,900.0,0.0,Current,Low,True
AR-0014929,PROP-0102,TEN-01245,2025-01-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014930,PROP-0102,TEN-01245,2025-02-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014931,PROP-0102,TEN-01245,2025-03-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014932,PROP-0102,TEN-01245,2025-04-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014933,PROP-0102,TEN-01245,2025-05-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014934,PROP-0102,TEN-01245,2025-06-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014935,PROP-0102,TEN-01245,2025-07-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014936,PROP-0102,TEN-01245,2025-08-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014937,PROP-0102,TEN-01245,2025-09-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014938,PROP-0102,TEN-01245,2025-10-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014939,PROP-0102,TEN-01245,2025-11-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014940,PROP-0102,TEN-01245,2025-12-01,1552.42,1552.42,0.0,Current,Low,True
AR-0014941,PROP-0102,TEN-01246,2025-01-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014942,PROP-0102,TEN-01246,2025-02-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014943,PROP-0102,TEN-01246,2025-03-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014944,PROP-0102,TEN-01246,2025-04-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014945,PROP-0102,TEN-01246,2025-05-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014946,PROP-0102,TEN-01246,2025-06-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014947,PROP-0102,TEN-01246,2025-07-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014948,PROP-0102,TEN-01246,2025-08-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014949,PROP-0102,TEN-01246,2025-09-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014950,PROP-0102,TEN-01246,2025-10-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014951,PROP-0102,TEN-01246,2025-11-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014952,PROP-0102,TEN-01246,2025-12-01,1099.17,1099.17,0.0,Current,Low,True
AR-0014953,PROP-0102,TEN-01247,2025-01-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014954,PROP-0102,TEN-01247,2025-02-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014955,PROP-0102,TEN-01247,2025-03-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014956,PROP-0102,TEN-01247,2025-04-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014957,PROP-0102,TEN-01247,2025-05-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014958,PROP-0102,TEN-01247,2025-06-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014959,PROP-0102,TEN-01247,2025-07-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014960,PROP-0102,TEN-01247,2025-08-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014961,PROP-0102,TEN-01247,2025-09-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014962,PROP-0102,TEN-01247,2025-10-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014963,PROP-0102,TEN-01247,2025-11-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014964,PROP-0102,TEN-01247,2025-12-01,3995.01,3995.01,0.0,Current,Low,True
AR-0014965,PROP-0102,TEN-01248,2025-01-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014966,PROP-0102,TEN-01248,2025-02-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014967,PROP-0102,TEN-01248,2025-03-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014968,PROP-0102,TEN-01248,2025-04-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014969,PROP-0102,TEN-01248,2025-05-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014970,PROP-0102,TEN-01248,2025-06-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014971,PROP-0102,TEN-01248,2025-07-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014972,PROP-0102,TEN-01248,2025-08-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014973,PROP-0102,TEN-01248,2025-09-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014974,PROP-0102,TEN-01248,2025-10-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014975,PROP-0102,TEN-01248,2025-11-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014976,PROP-0102,TEN-01248,2025-12-01,2042.93,2042.93,0.0,Current,Low,True
AR-0014977,PROP-0102,TEN-01249,2025-01-01,2956.5,2217.38,739.12,31-60,Medium,True
AR-0014978,PROP-0102,TEN-01249,2025-02-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014979,PROP-0102,TEN-01249,2025-03-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014980,PROP-0102,TEN-01249,2025-04-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014981,PROP-0102,TEN-01249,2025-05-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014982,PROP-0102,TEN-01249,2025-06-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014983,PROP-0102,TEN-01249,2025-07-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014984,PROP-0102,TEN-01249,2025-08-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014985,PROP-0102,TEN-01249,2025-09-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014986,PROP-0102,TEN-01249,2025-10-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014987,PROP-0102,TEN-01249,2025-11-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014988,PROP-0102,TEN-01249,2025-12-01,2956.5,2956.5,0.0,Current,Low,True
AR-0014989,PROP-0102,TEN-01250,2025-01-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014990,PROP-0102,TEN-01250,2025-02-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014991,PROP-0102,TEN-01250,2025-03-01,5541.86,1385.46,4156.39,61-90,High,True
AR-0014992,PROP-0102,TEN-01250,2025-04-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014993,PROP-0102,TEN-01250,2025-05-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014994,PROP-0102,TEN-01250,2025-06-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014995,PROP-0102,TEN-01250,2025-07-01,5541.86,4156.39,1385.46,1-30,Medium,True
AR-0014996,PROP-0102,TEN-01250,2025-08-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014997,PROP-0102,TEN-01250,2025-09-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014998,PROP-0102,TEN-01250,2025-10-01,5541.86,5541.86,0.0,Current,Low,True
AR-0014999,PROP-0102,TEN-01250,2025-11-01,5541.86,5541.86,0.0,Current,Low,True
AR-0015000,PROP-0102,TEN-01250,2025-12-01,5541.86,5541.86,0.0,Current,Low,True
AR-0015001,PROP-0102,TEN-01251,2025-01-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015002,PROP-0102,TEN-01251,2025-02-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015003,PROP-0102,TEN-01251,2025-03-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015004,PROP-0102,TEN-01251,2025-04-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015005,PROP-0102,TEN-01251,2025-05-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015006,PROP-0102,TEN-01251,2025-06-01,1591.82,397.96,1193.86,31-60,Medium,True
AR-0015007,PROP-0102,TEN-01251,2025-07-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015008,PROP-0102,TEN-01251,2025-08-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015009,PROP-0102,TEN-01251,2025-09-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015010,PROP-0102,TEN-01251,2025-10-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015011,PROP-0102,TEN-01251,2025-11-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015012,PROP-0102,TEN-01251,2025-12-01,1591.82,1591.82,0.0,Current,Low,True
AR-0015013,PROP-0102,TEN-01252,2025-01-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015014,PROP-0102,TEN-01252,2025-02-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015015,PROP-0102,TEN-01252,2025-03-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015016,PROP-0102,TEN-01252,2025-04-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015017,PROP-0102,TEN-01252,2025-05-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015018,PROP-0102,TEN-01252,2025-06-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015019,PROP-0102,TEN-01252,2025-07-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015020,PROP-0102,TEN-01252,2025-08-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015021,PROP-0102,TEN-01252,2025-09-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015022,PROP-0102,TEN-01252,2025-10-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015023,PROP-0102,TEN-01252,2025-11-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015024,PROP-0102,TEN-01252,2025-12-01,2729.35,2729.35,0.0,Current,Low,True
AR-0015025,PROP-0102,TEN-01253,2025-01-01,935.56,935.56,0.0,Current,Low,True
AR-0015026,PROP-0102,TEN-01253,2025-02-01,935.56,935.56,0.0,Current,Low,True
AR-0015027,PROP-0102,TEN-01253,2025-03-01,935.56,935.56,0.0,Current,Low,True
AR-0015028,PROP-0102,TEN-01253,2025-04-01,935.56,935.56,0.0,Current,Low,True
AR-0015029,PROP-0102,TEN-01253,2025-05-01,935.56,935.56,0.0,Current,Low,True
AR-0015030,PROP-0102,TEN-01253,2025-06-01,935.56,935.56,0.0,Current,Low,True
AR-0015031,PROP-0102,TEN-01253,2025-07-01,935.56,935.56,0.0,Current,Low,True
AR-0015032,PROP-0102,TEN-01253,2025-08-01,935.56,935.56,0.0,Current,Low,True
AR-0015033,PROP-0102,TEN-01253,2025-09-01,935.56,935.56,0.0,Current,Low,True
AR-0015034,PROP-0102,TEN-01253,2025-10-01,935.56,935.56,0.0,Current,Low,True
AR-0015035,PROP-0102,TEN-01253,2025-11-01,935.56,935.56,0.0,Current,Low,True
AR-0015036,PROP-0102,TEN-01253,2025-12-01,935.56,935.56,0.0,Current,Low,True
AR-0015037,PROP-0103,TEN-01254,2025-01-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015038,PROP-0103,TEN-01254,2025-02-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015039,PROP-0103,TEN-01254,2025-03-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015040,PROP-0103,TEN-01254,2025-04-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015041,PROP-0103,TEN-01254,2025-05-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015042,PROP-0103,TEN-01254,2025-06-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015043,PROP-0103,TEN-01254,2025-07-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015044,PROP-0103,TEN-01254,2025-08-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015045,PROP-0103,TEN-01254,2025-09-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015046,PROP-0103,TEN-01254,2025-10-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015047,PROP-0103,TEN-01254,2025-11-01,10770.75,10770.75,0.0,Current,Low,True
AR-0015048,PROP-0103,TEN-01254,2025-12-01,10770.75,2692.69,8078.06,1-30,Medium,True
AR-0015049,PROP-0103,TEN-01255,2025-01-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015050,PROP-0103,TEN-01255,2025-02-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015051,PROP-0103,TEN-01255,2025-03-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015052,PROP-0103,TEN-01255,2025-04-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015053,PROP-0103,TEN-01255,2025-05-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015054,PROP-0103,TEN-01255,2025-06-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015055,PROP-0103,TEN-01255,2025-07-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015056,PROP-0103,TEN-01255,2025-08-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015057,PROP-0103,TEN-01255,2025-09-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015058,PROP-0103,TEN-01255,2025-10-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015059,PROP-0103,TEN-01255,2025-11-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015060,PROP-0103,TEN-01255,2025-12-01,23575.63,23575.63,0.0,Current,Low,True
AR-0015061,PROP-0103,TEN-01256,2025-01-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015062,PROP-0103,TEN-01256,2025-02-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015063,PROP-0103,TEN-01256,2025-03-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015064,PROP-0103,TEN-01256,2025-04-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015065,PROP-0103,TEN-01256,2025-05-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015066,PROP-0103,TEN-01256,2025-06-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015067,PROP-0103,TEN-01256,2025-07-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015068,PROP-0103,TEN-01256,2025-08-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015069,PROP-0103,TEN-01256,2025-09-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015070,PROP-0103,TEN-01256,2025-10-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015071,PROP-0103,TEN-01256,2025-11-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015072,PROP-0103,TEN-01256,2025-12-01,20772.61,20772.61,0.0,Current,Low,True
AR-0015073,PROP-0103,TEN-01257,2025-01-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015074,PROP-0103,TEN-01257,2025-02-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015075,PROP-0103,TEN-01257,2025-03-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015076,PROP-0103,TEN-01257,2025-04-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015077,PROP-0103,TEN-01257,2025-05-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015078,PROP-0103,TEN-01257,2025-06-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015079,PROP-0103,TEN-01257,2025-07-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015080,PROP-0103,TEN-01257,2025-08-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015081,PROP-0103,TEN-01257,2025-09-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015082,PROP-0103,TEN-01257,2025-10-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015083,PROP-0103,TEN-01257,2025-11-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015084,PROP-0103,TEN-01257,2025-12-01,8124.39,8124.39,0.0,Current,Low,True
AR-0015085,PROP-0103,TEN-01258,2025-01-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015086,PROP-0103,TEN-01258,2025-02-01,5553.78,1388.44,4165.34,31-60,Medium,True
AR-0015087,PROP-0103,TEN-01258,2025-03-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015088,PROP-0103,TEN-01258,2025-04-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015089,PROP-0103,TEN-01258,2025-05-01,5553.78,2776.89,2776.89,1-30,Medium,True
AR-0015090,PROP-0103,TEN-01258,2025-06-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015091,PROP-0103,TEN-01258,2025-07-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015092,PROP-0103,TEN-01258,2025-08-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015093,PROP-0103,TEN-01258,2025-09-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015094,PROP-0103,TEN-01258,2025-10-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015095,PROP-0103,TEN-01258,2025-11-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015096,PROP-0103,TEN-01258,2025-12-01,5553.78,5553.78,0.0,Current,Low,True
AR-0015097,PROP-0103,TEN-01259,2025-01-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015098,PROP-0103,TEN-01259,2025-02-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015099,PROP-0103,TEN-01259,2025-03-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015100,PROP-0103,TEN-01259,2025-04-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015101,PROP-0103,TEN-01259,2025-05-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015102,PROP-0103,TEN-01259,2025-06-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015103,PROP-0103,TEN-01259,2025-07-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015104,PROP-0103,TEN-01259,2025-08-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015105,PROP-0103,TEN-01259,2025-09-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015106,PROP-0103,TEN-01259,2025-10-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015107,PROP-0103,TEN-01259,2025-11-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015108,PROP-0103,TEN-01259,2025-12-01,21084.2,21084.2,0.0,Current,Low,True
AR-0015109,PROP-0103,TEN-01260,2025-01-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015110,PROP-0103,TEN-01260,2025-02-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015111,PROP-0103,TEN-01260,2025-03-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015112,PROP-0103,TEN-01260,2025-04-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015113,PROP-0103,TEN-01260,2025-05-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015114,PROP-0103,TEN-01260,2025-06-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015115,PROP-0103,TEN-01260,2025-07-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015116,PROP-0103,TEN-01260,2025-08-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015117,PROP-0103,TEN-01260,2025-09-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015118,PROP-0103,TEN-01260,2025-10-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015119,PROP-0103,TEN-01260,2025-11-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015120,PROP-0103,TEN-01260,2025-12-01,5780.41,5780.41,0.0,Current,Low,True
AR-0015121,PROP-0103,TEN-01261,2025-01-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015122,PROP-0103,TEN-01261,2025-02-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015123,PROP-0103,TEN-01261,2025-03-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015124,PROP-0103,TEN-01261,2025-04-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015125,PROP-0103,TEN-01261,2025-05-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015126,PROP-0103,TEN-01261,2025-06-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015127,PROP-0103,TEN-01261,2025-07-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015128,PROP-0103,TEN-01261,2025-08-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015129,PROP-0103,TEN-01261,2025-09-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015130,PROP-0103,TEN-01261,2025-10-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015131,PROP-0103,TEN-01261,2025-11-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015132,PROP-0103,TEN-01261,2025-12-01,12800.14,12800.14,0.0,Current,Low,True
AR-0015133,PROP-0103,TEN-01262,2025-01-01,22257.21,22257.21,0.0,Current,Low,True
AR-0015134,PROP-0103,TEN-01262,2025-02-01,22257.21,22257.21,0.0,Current,Low,True
