tenant_id,property_id,tenant_name,tenant_category,occupied_sqft,unit_count,lease_start_date,lease_end_date,monthly_rent,security_deposit,tenant_status,synthetic_record
TEN-01077,PROP-0086,Vista Fitness 1077,Residential,2982,2,2024-08-18,2026-08-18,3973.19,7946.37,Active,True
TEN-01078,PROP-0086,Summit Retail 1078,Residential,1784,4,2024-07-20,2027-07-20,5546.3,11092.59,Month-to-Month,True
TEN-01079,PROP-0086,Urban Partners 1079,Residential,3793,7,2024-05-07,2027-05-07,12210.1,24420.21,Active,True
TEN-01080,PROP-0086,Brightline Partners 1080,Residential,7507,12,2023-02-16,2024-02-16,18080.75,18080.75,Active,True
TEN-01081,PROP-0086,Urban Design 1081,Residential,2338,14,2021-11-17,2023-11-17,23194.62,46389.23,Active,True
TEN-01082,PROP-0086,Parkside Retail 1082,Office/Services,863,8,2021-07-07,2022-07-07,13444.87,20167.31,Active,True
TEN-01083,PROP-0086,Pioneer Labs 1083,Retail,922,1,2021-01-26,2024-01-26,900.0,1800.0,Active,True
TEN-01084,PROP-0086,Apex Studio 1084,Retail,2687,4,2022-02-11,2025-02-11,6990.99,6990.99,Active,True
TEN-01085,PROP-0086,Brightline Cafe 1085,Residential,4183,7,2022-10-23,2023-10-23,12409.49,18614.23,Active,True
TEN-01086,PROP-0086,Atlas Fitness 1086,Residential,2931,2,2024-04-10,2025-04-10,3566.86,7133.72,Active,True
TEN-01087,PROP-0086,Urban Consulting 1087,Residential,5383,25,2022-10-01,2023-10-01,36524.98,36524.98,Renewal Risk,True
TEN-01088,PROP-0086,Summit Partners 1088,Residential,6482,10,2022-08-27,2023-08-27,18637.7,37275.41,Active,True
TEN-01089,PROP-0086,Apex Retail 1089,Residential,4629,5,2023-05-26,2025-05-26,9336.18,14004.27,Active,True
TEN-01090,PROP-0086,Hudson Fitness 1090,Residential,350,22,2021-03-22,2025-03-22,35403.78,70807.57,Active,True
TEN-01091,PROP-0086,Hudson Cafe 1091,Residential,7222,6,2023-08-03,2027-08-03,8966.41,13449.62,Active,True
TEN-01092,PROP-0086,Parkside Fitness 1092,Residential,350,22,2024-02-20,2027-02-20,37655.84,75311.68,Active,True
TEN-01093,PROP-0086,Evergreen Consulting 1093,Residential,9365,15,2021-02-20,2022-02-20,24768.28,49536.55,Active,True
TEN-01094,PROP-0087,Brightline Studio 1094,Residential,2230,2,2024-09-06,2027-09-06,5348.54,5348.54,Active,True
TEN-01095,PROP-0087,Northstar Holdings 1095,Residential,350,3,2024-11-19,2027-11-19,7988.74,15977.47,Active,True
TEN-01096,PROP-0087,Apex Services 1096,Residential,4595,1,2024-10-24,2029-10-24,1036.37,1036.37,Active,True
TEN-01097,PROP-0087,Hudson Consulting 1097,Residential,1277,1,2023-07-28,2024-07-28,1831.25,3662.51,Active,True
TEN-01098,PROP-0087,Sterling Studio 1098,Residential,1737,2,2023-07-01,2026-07-01,5237.6,10475.21,Active,True
TEN-01099,PROP-0087,Liberty Consulting 1099,Residential,1563,1,2022-10-21,2025-10-21,972.78,1459.17,Active,True
TEN-01100,PROP-0087,Summit Design 1100,Residential,2646,1,2023-03-19,2027-03-19,1143.81,1715.72,Renewal Risk,True
TEN-01101,PROP-0087,Evergreen Fitness 1101,Residential,970,4,2022-07-02,2025-07-02,9202.18,18404.36,Active,True
TEN-01102,PROP-0087,Hudson Design 1102,Residential,1098,1,2024-11-20,2026-11-20,2808.63,5617.25,Active,True
TEN-01103,PROP-0087,Hudson Fitness 1103,Residential,1922,2,2024-09-07,2025-09-07,5462.95,10925.9,Active,True
TEN-01104,PROP-0087,Apex Clinic 1104,Residential,786,3,2021-03-17,2023-03-17,7524.01,15048.01,Active,True
TEN-01105,PROP-0087,Evergreen Pharmacy 1105,Residential,350,1,2024-02-25,2025-02-25,1824.31,2736.47,Active,True
TEN-01106,PROP-0088,Brightline Partners 1106,Residential,5909,8,2024-07-16,2026-07-16,43756.15,87512.29,Active,True
TEN-01107,PROP-0088,Liberty Cafe 1107,Residential,4836,1,2024-10-25,2025-10-25,2043.21,2043.21,Active,True
TEN-01108,PROP-0088,Liberty Studio 1108,Healthcare,1678,6,2024-05-28,2026-05-28,18519.51,37039.03,Active,True
TEN-01109,PROP-0088,Brightline Labs 1109,Residential,350,6,2021-01-14,2024-01-14,26995.62,26995.62,Active,True
TEN-01110,PROP-0088,Liberty Cafe 1110,Retail,4834,7,2021-12-08,2026-12-08,28241.08,56482.16,Active,True
TEN-01111,PROP-0088,Beacon Group 1111,Residential,728,3,2024-07-02,2026-07-02,16345.26,24517.89,Active,True
TEN-01112,PROP-0088,Hudson Consulting 1112,Residential,1429,3,2022-05-16,2023-05-16,11309.65,22619.3,Active,True
TEN-01113,PROP-0088,Brightline Services 1113,Residential,12566,1,2021-04-29,2024-04-29,5591.74,8387.61,Active,True
TEN-01114,PROP-0088,Parkside Design 1114,Residential,2982,6,2021-01-21,2022-01-21,30713.91,61427.82,Active,True
TEN-01115,PROP-0088,Harbor Group 1115,Retail,5059,7,2023-11-24,2028-11-24,30235.03,60470.05,Active,True
TEN-01116,PROP-0088,Atlas Partners 1116,Residential,3810,5,2022-05-19,2024-05-19,24508.95,36763.43,Active,True
TEN-01117,PROP-0088,Brightline Clinic 1117,Office/Services,621,4,2024-01-31,2026-01-31,16435.37,24653.05,Active,True
TEN-01118,PROP-0089,Cornerstone Holdings 1118,Residential,10875,2,2022-04-09,2024-04-09,5828.85,11657.71,Active,True
TEN-01119,PROP-0089,Vista Pharmacy 1119,Residential,9196,3,2023-11-29,2025-11-29,10155.51,15233.27,Active,True
TEN-01120,PROP-0089,Cornerstone Design 1120,Residential,5600,5,2021-08-08,2023-08-08,17164.35,17164.35,Active,True
TEN-01121,PROP-0089,Apex Cafe 1121,Residential,10029,1,2023-03-03,2027-03-03,1604.83,3209.66,Renewal Risk,True
TEN-01122,PROP-0089,Apex Design 1122,Residential,19233,4,2024-02-24,2027-02-24,16204.73,16204.73,Active,True
TEN-01123,PROP-0089,Parkside Pharmacy 1123,Residential,840,4,2022-12-11,2023-12-11,12012.53,12012.53,Active,True
TEN-01124,PROP-0089,Harbor Retail 1124,Residential,11309,9,2021-10-22,2025-10-22,28711.43,43067.14,Active,True
TEN-01125,PROP-0089,Parkside Market 1125,Residential,2166,12,2023-01-13,2024-01-13,35668.16,71336.32,Active,True
TEN-01126,PROP-0089,Liberty Clinic 1126,Residential,13351,8,2023-05-01,2027-05-01,25832.04,51664.09,Active,True
TEN-01127,PROP-0089,Pioneer Clinic 1127,Residential,1233,2,2023-06-20,2025-06-20,6554.6,9831.89,Active,True
TEN-01128,PROP-0089,Sterling Partners 1128,Residential,7901,7,2024-11-05,2026-11-05,21466.03,21466.03,Active,True
TEN-01129,PROP-0089,Cornerstone Design 1129,Residential,10659,11,2021-11-15,2023-11-15,31479.98,47219.96,Active,True
TEN-01130,PROP-0090,Brightline Fitness 1130,Healthcare,371,4,2023-11-19,2024-11-19,4880.82,9761.65,Active,True
TEN-01131,PROP-0090,Northstar Group 1131,Residential,938,1,2021-12-22,2022-12-22,1045.22,1567.84,Active,True
TEN-01132,PROP-0090,Urban Clinic 1132,Residential,350,1,2023-02-12,2026-02-12,1439.78,2159.67,Active,True
TEN-01133,PROP-0090,Apex Holdings 1133,Residential,350,2,2024-01-01,2027-01-01,2557.88,3836.82,Active,True
TEN-01134,PROP-0090,Evergreen Clinic 1134,Office/Services,449,1,2024-10-23,2028-10-23,953.24,953.24,Active,True
TEN-01135,PROP-0090,Cedar Design 1135,Residential,681,1,2021-05-14,2024-05-14,900.0,1800.0,Active,True
TEN-01136,PROP-0090,Vista Labs 1136,Residential,350,1,2024-02-08,2028-02-08,1142.08,1713.13,Active,True
TEN-01137,PROP-0090,Hudson Cafe 1137,Residential,1571,1,2022-07-26,2024-07-26,900.0,900.0,Active,True
TEN-01138,PROP-0090,Pioneer Cafe 1138,Residential,855,1,2022-12-09,2023-12-09,900.0,900.0,Month-to-Month,True
TEN-01139,PROP-0090,Cornerstone Retail 1139,Residential,559,1,2022-03-01,2025-03-01,1425.08,2137.62,Active,True
TEN-01140,PROP-0090,Cedar Retail 1140,Residential,350,1,2023-07-13,2025-07-13,1175.4,1763.11,Active,True
TEN-01141,PROP-0090,Beacon Pharmacy 1141,Residential,350,1,2024-05-06,2027-05-06,927.75,927.75,Active,True
TEN-01142,PROP-0091,Harbor Design 1142,Residential,84172,23,2023-07-06,2025-07-06,194433.48,388866.97,Active,True
TEN-01143,PROP-0091,Urban Group 1143,Retail,10369,18,2023-09-21,2024-09-21,167159.95,250739.92,Active,True
TEN-01144,PROP-0091,Parkside Retail 1144,Residential,65246,17,2022-08-24,2027-08-24,150273.22,150273.22,Month-to-Month,True
TEN-01145,PROP-0091,Apex Services 1145,Residential,27558,21,2023-08-13,2026-08-13,174470.39,174470.39,Active,True
TEN-01146,PROP-0091,Vista Services 1146,Residential,25607,27,2022-09-18,2024-09-18,268085.57,536171.15,Active,True
TEN-01147,PROP-0091,Urban Studio 1147,Retail,57309,25,2024-02-12,2025-02-12,220256.4,330384.59,Active,True
TEN-01148,PROP-0091,Northstar Labs 1148,Residential,8896,28,2022-12-20,2024-12-20,257903.79,386855.68,Active,True
TEN-01149,PROP-0091,Liberty Clinic 1149,Residential,14399,8,2024-08-06,2026-08-06,82876.8,165753.6,Active,True
TEN-01150,PROP-0091,Pioneer Services 1150,Retail,23896,34,2023-03-02,2026-03-02,358558.14,358558.14,Active,True
TEN-01151,PROP-0091,Beacon Consulting 1151,Retail,38875,32,2022-01-30,2025-01-30,276308.68,414463.01,Active,True
TEN-01152,PROP-0091,Sterling Consulting 1152,Residential,35883,17,2022-11-30,2024-11-30,161378.35,322756.69,Month-to-Month,True
TEN-01153,PROP-0092,Cornerstone Retail 1153,Residential,1320,2,2024-04-20,2026-04-20,5347.39,8021.08,Active,True
TEN-01154,PROP-0092,Beacon Partners 1154,Residential,4265,5,2023-02-02,2026-02-02,12494.56,18741.84,Active,True
TEN-01155,PROP-0092,Atlas Labs 1155,Residential,3941,1,2022-09-16,2025-09-16,2615.05,2615.05,Active,True
TEN-01156,PROP-0093,Sterling Fitness 1156,Residential,5671,1,2021-09-29,2024-09-29,1557.21,2335.82,Active,True
TEN-01157,PROP-0093,Evergreen Holdings 1157,Residential,1334,9,2024-11-27,2028-11-27,14319.53,21479.29,Active,True
TEN-01158,PROP-0093,Cornerstone Market 1158,Office/Services,11757,5,2024-06-15,2026-06-15,7681.12,15362.24,Active,True
TEN-01159,PROP-0093,Northstar Retail 1159,Residential,10733,11,2023-03-04,2026-03-04,16385.45,24578.18,Active,True
TEN-01160,PROP-0093,Beacon Studio 1160,Residential,6951,24,2024-08-12,2025-08-12,35754.43,71508.86,Month-to-Month,True
TEN-01161,PROP-0093,Summit Fitness 1161,Residential,13459,8,2022-12-08,2023-12-08,12089.13,12089.13,Active,True
TEN-01162,PROP-0093,Urban Pharmacy 1162,Residential,1193,6,2022-10-07,2023-10-07,9753.06,14629.58,Active,True
TEN-01163,PROP-0093,Brightline Group 1163,Residential,19759,12,2023-04-10,2024-04-10,18365.39,18365.39,Active,True
TEN-01164,PROP-0094,Metro Fitness 1164,Residential,361,5,2021-02-01,2024-02-01,6981.89,10472.83,Active,True
TEN-01165,PROP-0094,Cedar Cafe 1165,Residential,2556,1,2021-07-25,2023-07-25,1139.13,1139.13,Active,True
TEN-01166,PROP-0094,Cedar Fitness 1166,Residential,1585,2,2023-11-25,2024-11-25,2525.05,5050.09,Active,True
TEN-01167,PROP-0094,Beacon Retail 1167,Residential,526,2,2024-12-03,2025-12-03,2408.39,2408.39,Active,True
TEN-01168,PROP-0094,Metro Group 1168,Residential,2215,1,2022-10-24,2024-10-24,1826.05,3652.1,Active,True
TEN-01169,PROP-0094,Brightline Pharmacy 1169,Residential,522,1,2022-04-21,2024-04-21,1461.89,2192.84,Active,True
TEN-01170,PROP-0094,Summit Pharmacy 1170,Residential,350,1,2022-08-31,2024-08-31,1814.42,1814.42,Active,True
TEN-01171,PROP-0094,Harbor Holdings 1171,Residential,350,1,2021-06-13,2024-06-13,900.0,1800.0,Active,True
TEN-01172,PROP-0094,Cornerstone Market 1172,Residential,667,2,2021-05-07,2024-05-07,2533.67,2533.67,Active,True
TEN-01173,PROP-0094,Cedar Clinic 1173,Residential,476,1,2023-01-23,2026-01-23,2290.73,2290.73,Active,True
TEN-01174,PROP-0095,Northstar Studio 1174,Residential,851,2,2022-03-18,2024-03-18,4692.44,7038.67,Active,True
TEN-01175,PROP-0095,Apex Studio 1175,Healthcare,2560,8,2022-12-16,2024-12-16,18035.85,36071.71,Active,True
TEN-01176,PROP-0095,Apex Group 1176,Residential,4489,2,2023-07-12,2024-07-12,3379.41,5069.11,Active,True
TEN-01177,PROP-0095,Brightline Consulting 1177,Residential,350,1,2024-10-07,2029-10-07,927.36,927.36,Active,True
TEN-01178,PROP-0095,Brightline Market 1178,Fitness/Wellness,1134,4,2022-10-24,2024-10-24,9979.31,19958.62,Renewal Risk,True
TEN-01179,PROP-0095,Liberty Pharmacy 1179,Residential,2202,3,2024-08-01,2027-08-01,6494.67,6494.67,Active,True
TEN-01180,PROP-0095,Apex Fitness 1180,Retail,1242,6,2022-01-06,2023-01-06,11878.35,11878.35,Active,True
TEN-01181,PROP-0095,Cornerstone Consulting 1181,Retail,365,2,2024-07-27,2025-07-27,4096.29,6144.44,Active,True
TEN-01182,PROP-0095,Brightline Market 1182,Residential,2527,3,2021-03-28,2022-03-28,6071.98,6071.98,Active,True
TEN-01183,PROP-0095,Sterling Holdings 1183,Residential,736,1,2022-04-08,2025-04-08,1592.31,1592.31,Active,True
TEN-01184,PROP-0095,Parkside Design 1184,Retail,4846,1,2022-03-25,2024-03-25,900.0,1350.0,Active,True
TEN-01185,PROP-0095,Sterling Holdings 1185,Residential,1202,1,2022-12-19,2025-12-19,1112.61,2225.22,Active,True
TEN-01186,PROP-0095,Apex Studio 1186,Residential,2722,5,2021-08-12,2024-08-12,9305.05,18610.11,Active,True
TEN-01187,PROP-0096,Metro Clinic 1187,Residential,2088,3,2023-11-25,2024-11-25,12442.08,18663.11,Active,True
TEN-01188,PROP-0096,Atlas Pharmacy 1188,Residential,2450,3,2021-07-26,2023-07-26,15814.7,23722.05,Active,True
TEN-01189,PROP-0096,Metro Fitness 1189,Residential,1078,2,2021-12-12,2022-12-12,13064.38,13064.38,Active,True
TEN-01190,PROP-0096,Northstar Fitness 1190,Residential,2224,1,2021-05-27,2024-05-27,900.0,1350.0,Active,True
TEN-01191,PROP-0097,Beacon Design 1191,Residential,16007,13,2023-12-23,2024-12-23,95157.19,95157.19,Active,True
TEN-01192,PROP-0097,Liberty Cafe 1192,Residential,6987,12,2023-11-02,2025-11-02,88352.59,132528.88,Active,True
TEN-01193,PROP-0097,Hudson Pharmacy 1193,Residential,11432,12,2023-11-19,2025-11-19,89028.61,89028.61,Active,True
TEN-01194,PROP-0097,Summit Studio 1194,Residential,27390,24,2021-09-04,2022-09-04,165604.96,331209.93,Active,True
TEN-01195,PROP-0097,Sterling Fitness 1195,Retail,16638,23,2024-12-12,2027-12-12,172225.14,258337.71,Active,True
TEN-01196,PROP-0097,Brightline Group 1196,Residential,24712,24,2024-05-29,2027-05-29,186883.66,186883.66,Active,True
TEN-01197,PROP-0097,Northstar Consulting 1197,Residential,31586,6,2024-02-24,2025-02-24,38325.61,76651.21,Renewal Risk,True
TEN-01198,PROP-0097,Hudson Services 1198,Residential,27903,6,2021-05-18,2024-05-18,37560.0,75120.0,Active,True
TEN-01199,PROP-0097,Harbor Fitness 1199,Residential,2866,16,2021-02-13,2022-02-13,91350.61,182701.22,Active,True
TEN-01200,PROP-0097,Metro Clinic 1200,Residential,29261,13,2024-09-09,2028-09-09,94443.47,94443.47,Active,True
TEN-01201,PROP-0097,Urban Studio 1201,Residential,26344,7,2023-04-19,2024-04-19,45028.42,67542.63,Active,True
TEN-01202,PROP-0098,Liberty Fitness 1202,Residential,7436,5,2024-04-30,2025-04-30,60304.24,60304.24,Active,True
TEN-01203,PROP-0098,Beacon Fitness 1203,Residential,17850,4,2022-10-25,2026-10-25,37737.98,75475.96,Active,True
TEN-01204,PROP-0098,Vista Market 1204,Residential,32310,13,2021-03-28,2023-03-28,155452.85,155452.85,Active,True
TEN-01205,PROP-0098,Metro Studio 1205,Office/Services,2254,6,2022-08-26,2027-08-26,72527.14,108790.71,Active,True
TEN-01206,PROP-0098,Liberty Studio 1206,Residential,7056,6,2021-12-06,2022-12-06,73259.57,146519.13,Active,True
TEN-01207,PROP-0098,Liberty Clinic 1207,Residential,18044,1,2024-12-09,2026-12-09,4275.0,6412.49,Active,True
TEN-01208,PROP-0098,Northstar Fitness 1208,Healthcare,5383,1,2023-05-04,2024-05-04,10032.78,10032.78,Active,True
TEN-01209,PROP-0098,Evergreen Design 1209,Residential,2387,3,2022-04-07,2025-04-07,40635.49,81270.98,Active,True
TEN-01210,PROP-0098,Hudson Pharmacy 1210,Residential,8845,8,2024-04-13,2029-04-13,92932.32,139398.48,Active,True
TEN-01211,PROP-0098,Atlas Group 1211,Residential,9946,6,2023-12-28,2025-12-28,68509.74,137019.48,Active,True
TEN-01212,PROP-0099,Hudson Design 1212,Residential,972,2,2021-10-04,2023-10-04,5967.34,11934.69,Active,True
TEN-01213,PROP-0099,Parkside Clinic 1213,Retail,831,1,2024-09-10,2026-09-10,1487.8,2231.7,Active,True
TEN-01214,PROP-0099,Brightline Partners 1214,Retail,1016,1,2023-08-09,2025-08-09,3378.38,3378.38,Active,True
TEN-01215,PROP-0099,Pioneer Consulting 1215,Residential,350,1,2023-03-08,2026-03-08,1304.51,1304.51,Active,True
TEN-01216,PROP-0099,Brightline Retail 1216,Residential,350,1,2024-08-12,2027-08-12,3775.28,7550.57,Active,True
TEN-01217,PROP-0099,Evergreen Fitness 1217,Residential,1265,3,2023-05-02,2025-05-02,9237.61,13856.41,Active,True
TEN-01218,PROP-0099,Urban Design 1218,Residential,1283,1,2023-02-06,2024-02-06,5818.29,8727.44,Active,True
TEN-01219,PROP-0099,Cornerstone Group 1219,Residential,787,1,2024-01-30,2026-01-30,1131.93,1131.93,Active,True
TEN-01220,PROP-0099,Brightline Market 1220,Fitness/Wellness,350,1,2024-03-28,2026-03-28,3141.29,6282.59,Month-to-Month,True
TEN-01221,PROP-0099,Evergreen Holdings 1221,Fitness/Wellness,810,1,2024-03-14,2026-03-14,3661.72,5492.59,Active,True
TEN-01222,PROP-0100,Vista Studio 1222,Residential,2707,1,2021-08-15,2023-08-15,900.0,900.0,Month-to-Month,True
TEN-01223,PROP-0100,Northstar Pharmacy 1223,Residential,2334,2,2022-08-26,2025-08-26,14448.44,21672.66,Active,True
TEN-01224,PROP-0100,Pioneer Fitness 1224,Residential,2352,2,2024-08-08,2027-08-08,12566.22,12566.22,Active,True
TEN-01225,PROP-0100,Summit Cafe 1225,Residential,350,1,2024-02-10,2027-02-10,936.36,1872.72,Active,True
TEN-01226,PROP-0101,Sterling Partners 1226,Residential,2415,1,2023-01-05,2025-01-05,1101.32,2202.64,Active,True
TEN-01227,PROP-0101,Cornerstone Clinic 1227,Residential,2547,1,2022-12-09,2025-12-09,2033.11,4066.23,Active,True
TEN-01228,PROP-0101,Cedar Group 1228,Residential,1656,1,2024-11-17,2028-11-17,2811.95,2811.95,Active,True
TEN-01229,PROP-0101,Pioneer Pharmacy 1229,Retail,549,1,2021-09-20,2023-09-20,2295.54,2295.54,Active,True
TEN-01230,PROP-0101,Summit Clinic 1230,Residential,947,3,2022-05-15,2025-05-15,8240.99,16481.97,Active,True
TEN-01231,PROP-0101,Cedar Group 1231,Residential,3206,1,2024-12-09,2025-12-09,3106.25,3106.25,Active,True
TEN-01232,PROP-0101,Sterling Partners 1232,Residential,4406,3,2024-12-03,2027-12-03,6482.73,12965.46,Active,True
TEN-01233,PROP-0101,Vista Studio 1233,Residential,350,2,2024-04-03,2025-04-03,5460.2,5460.2,Month-to-Month,True
TEN-01234,PROP-0101,Parkside Services 1234,Residential,1115,4,2024-07-02,2025-07-02,9938.53,14907.8,Active,True
TEN-01235,PROP-0101,Urban Cafe 1235,Office/Services,901,3,2023-01-23,2027-01-23,6027.61,12055.21,Active,True
TEN-01236,PROP-0101,Liberty Consulting 1236,Residential,974,2,2022-11-29,2026-11-29,5078.18,5078.18,Active,True
TEN-01237,PROP-0101,Brightline Market 1237,Residential,5441,1,2024-11-03,2026-11-03,2904.44,5808.87,Active,True
TEN-01238,PROP-0101,Pioneer Services 1238,Residential,602,2,2021-10-15,2022-10-15,4541.65,4541.65,Active,True
TEN-01239,PROP-0101,Evergreen Studio 1239,Retail,811,2,2024-04-24,2027-04-24,3851.15,3851.15,Active,True
TEN-01240,PROP-0101,Cornerstone Partners 1240,Residential,1342,1,2023-05-01,2026-05-01,3185.22,4777.83,Month-to-Month,True
TEN-01241,PROP-0101,Cornerstone Clinic 1241,Residential,3283,4,2022-07-14,2025-07-14,10290.26,10290.26,Active,True
TEN-01242,PROP-0102,Atlas Partners 1242,Residential,1065,1,2023-01-02,2027-01-02,900.0,900.0,Active,True
TEN-01243,PROP-0102,Summit Retail 1243,Retail,350,1,2022-08-01,2025-08-01,900.0,900.0,Active,True
TEN-01244,PROP-0102,Metro Consulting 1244,Residential,1526,1,2022-11-10,2027-11-10,900.0,1350.0,Active,True
TEN-01245,PROP-0102,Brightline Labs 1245,Residential,350,1,2023-08-09,2028-08-09,1552.42,2328.63,Active,True
TEN-01246,PROP-0102,Liberty Consulting 1246,Healthcare,350,1,2023-03-24,2028-03-24,1099.17,1099.17,Active,True
TEN-01247,PROP-0102,Liberty Holdings 1247,Residential,1971,2,2021-05-08,2024-05-08,3995.01,5992.51,Active,True
TEN-01248,PROP-0102,Beacon Consulting 1248,Residential,646,1,2023-10-24,2025-10-24,2042.93,2042.93,Active,True
TEN-01249,PROP-0102,Apex Labs 1249,Residential,715,1,2023-06-13,2025-06-13,2956.5,2956.5,Active,True
TEN-01250,PROP-0102,Parkside Pharmacy 1250,Healthcare,350,3,2022-01-27,2025-01-27,5541.86,11083.73,Active,True
TEN-01251,PROP-0102,Summit Consulting 1251,Healthcare,350,1,2023-01-09,2024-01-09,1591.82,2387.72,Active,True
TEN-01252,PROP-0102,Harbor Consulting 1252,Residential,2137,1,2022-05-05,2024-05-05,2729.35,5458.71,Active,True
TEN-01253,PROP-0102,Metro Design 1253,Office/Services,1280,1,2023-12-16,2026-12-16,935.56,1871.11,Active,True
TEN-01254,PROP-0103,Urban Services 1254,Residential,1490,2,2022-11-13,2024-11-13,10770.75,21541.5,Active,True
TEN-01255,PROP-0103,Apex Cafe 1255,Residential,576,4,2023-07-01,2025-07-01,23575.63,47151.26,Active,True
TEN-01256,PROP-0103,Cornerstone Clinic 1256,Residential,350,3,2024-08-04,2026-08-04,20772.61,31158.91,Active,True
TEN-01257,PROP-0103,Evergreen Fitness 1257,Residential,1933,1,2024-09-12,2029-09-12,8124.39,16248.78,Active,True
TEN-01258,PROP-0103,Apex Consulting 1258,Retail,384,1,2022-11-17,2023-11-17,5553.78,8330.68,Active,True
TEN-01259,PROP-0103,Harbor Labs 1259,Residential,9833,4,2024-04-15,2025-04-15,21084.2,21084.2,Active,True
TEN-01260,PROP-0103,Metro Services 1260,Residential,4281,1,2024-02-08,2028-02-08,5780.41,5780.41,Active,True
TEN-01261,PROP-0103,Summit Pharmacy 1261,Residential,2041,2,2021-01-05,2023-01-05,12800.14,12800.14,Active,True
TEN-01262,PROP-0103,Parkside Cafe 1262,Residential,2704,4,2022-03-06,2025-03-06,22257.21,44514.43,Active,True
TEN-01263,PROP-0103,Vista Pharmacy 1263,Residential,4109,1,2023-04-23,2025-04-23,1499.95,1499.95,Active,True
TEN-01264,PROP-0103,Liberty Group 1264,Residential,2618,1,2024-01-13,2028-01-13,5443.36,5443.36,Active,True
TEN-01265,PROP-0104,Sterling Group 1265,Residential,3257,2,2024-12-16,2027-12-16,7909.26,7909.26,Renewal Risk,True
TEN-01266,PROP-0104,Parkside Design 1266,Residential,6563,9,2021-11-26,2024-11-26,40886.38,40886.38,Active,True
TEN-01267,PROP-0104,Cornerstone Holdings 1267,Residential,20026,11,2023-10-28,2026-10-28,42725.45,64088.17,Renewal Risk,True
TEN-01268,PROP-0104,Beacon Pharmacy 1268,Residential,6981,2,2024-09-19,2026-09-19,7113.85,10670.77,Active,True
TEN-01269,PROP-0104,Cedar Fitness 1269,Residential,17881,12,2023-12-28,2025-12-28,46204.58,69306.86,Active,True
TEN-01270,PROP-0104,Harbor Clinic 1270,Office/Services,3549,12,2023-08-16,2025-08-16,46147.29,46147.29,Active,True
TEN-01271,PROP-0104,Cedar Cafe 1271,Fitness/Wellness,9416,12,2024-01-15,2026-01-15,53109.52,79664.29,Active,True
TEN-01272,PROP-0104,Cornerstone Labs 1272,Residential,4843,22,2023-09-20,2025-09-20,105205.81,210411.61,Active,True
TEN-01273,PROP-0104,Summit Labs 1273,Food & Beverage,7691,15,2022-03-07,2026-03-07,72803.34,145606.69,Active,True
TEN-01274,PROP-0104,Hudson Clinic 1274,Residential,6888,7,2021-10-15,2026-10-15,28075.64,56151.27,Active,True
TEN-01275,PROP-0104,Parkside Consulting 1275,Office/Services,4816,6,2023-01-11,2025-01-11,23614.85,35422.27,Active,True
TEN-01276,PROP-0104,Evergreen Cafe 1276,Residential,9062,23,2021-12-03,2024-12-03,87372.45,87372.45,Active,True
TEN-01277,PROP-0104,Brightline Design 1277,Healthcare,4679,6,2023-08-26,2025-08-26,25207.07,50414.13,Active,True
TEN-01278,PROP-0104,Vista Partners 1278,Residential,11467,3,2023-02-05,2024-02-05,15231.06,15231.06,Month-to-Month,True
TEN-01279,PROP-0104,Brightline Market 1279,Retail,15385,13,2024-02-24,2025-02-24,58408.13,87612.19,Active,True
TEN-01280,PROP-0104,Vista Studio 1280,Residential,24413,2,2023-05-18,2026-05-18,9315.05,18630.1,Active,True
TEN-01281,PROP-0104,Atlas Holdings 1281,Residential,15648,14,2024-09-08,2026-09-08,69142.2,69142.2,Active,True
TEN-01282,PROP-0104,Vista Studio 1282,Residential,9292,6,2021-01-25,2022-01-25,24074.57,48149.14,Active,True
TEN-01283,PROP-0104,Northstar Pharmacy 1283,Healthcare,4813,4,2023-10-24,2025-10-24,14626.2,21939.3,Active,True
TEN-01284,PROP-0104,Pioneer Retail 1284,Retail,3232,1,2023-10-24,2025-10-24,2445.25,2445.25,Active,True
TEN-01285,PROP-0104,Metro Design 1285,Residential,9570,4,2024-08-21,2025-08-21,17014.46,25521.69,Active,True
TEN-01286,PROP-0105,Atlas Design 1286,Residential,3688,6,2021-06-29,2026-06-29,15151.96,22727.93,Active,True
TEN-01287,PROP-0105,Metro Labs 1287,Residential,1886,2,2024-07-10,2025-07-10,3460.52,3460.52,Active,True
TEN-01288,PROP-0105,Beacon Design 1288,Office/Services,419,1,2021-12-10,2024-12-10,900.0,1350.0,Active,True
TEN-01289,PROP-0105,Parkside Studio 1289,Residential,2742,1,2021-04-21,2023-04-21,2312.07,2312.07,Active,True
TEN-01290,PROP-0105,Metro Retail 1290,Office/Services,8019,7,2022-04-25,2024-04-25,15014.14,30028.27,Active,True
TEN-01291,PROP-0105,Liberty Market 1291,Residential,1720,6,2021-05-14,2026-05-14,13038.43,26076.86,Active,True
TEN-01292,PROP-0105,Metro Group 1292,Food & Beverage,806,3,2021-11-15,2022-11-15,7857.97,11786.95,Active,True
TEN-01293,PROP-0105,Atlas Pharmacy 1293,Residential,4855,2,2023-11-25,2026-11-25,3737.54,7475.08,Active,True
TEN-01294,PROP-0105,Cornerstone Market 1294,Residential,350,2,2022-06-23,2027-06-23,5444.73,8167.1,Month-to-Month,True
