invoice_id,property_id,vendor_id,vendor_name,invoice_number,invoice_category,invoice_date,due_date,paid_date,invoice_amount,approval_status,gl_code,late_payment_flag,potential_duplicate_invoice_flag,missing_gl_code_flag,compliance_flag,synthetic_record
INVREC-0005086,PROP-0084,VEND-016,RiskShield Insurance,INV-0084-02-05086,Insurance,2025-02-04,2025-02-19,2025-02-19,1474.91,Approved,6700,False,False,False,False,True
INVREC-0005087,PROP-0084,VEND-013,Urban Greenery,INV-0084-03-05087,Landscaping,2025-03-04,2025-04-18,2025-04-17,378.44,Pending,6500,False,False,False,True,True
INVREC-0005088,PROP-0084,VEND-014,LedgerPro Accounting,INV-0084-03-05088,Professional Services,2025-03-01,2025-03-31,2025-03-27,963.64,Approved,6600,False,False,False,False,True
INVREC-0005089,PROP-0084,VEND-003,Metro Mechanical,INV-0084-03-05089,Repairs & Maintenance,2025-03-14,2025-04-28,2025-05-05,2470.12,Approved,6100,True,False,False,True,True
INVREC-0005090,PROP-0084,VEND-006,ConEd Utility,INV-0084-03-05090,Utilities,2025-03-03,2025-04-02,2025-03-29,1688.45,Approved,6200,False,False,False,False,True
INVREC-0005091,PROP-0084,VEND-005,Bright Electric,INV-0084-03-05091,Repairs & Maintenance,2025-03-21,2025-05-05,2025-04-29,1682.47,Approved,6100,False,False,False,False,True
INVREC-0005092,PROP-0084,VEND-010,FrontDesk Patrol,INV-0084-03-05092,Security,2025-03-21,2025-04-20,,351.39,Rejected,6300,False,False,False,True,True
INVREC-0005093,PROP-0084,VEND-002,Skyline Maintenance,INV-0084-03-05093,Repairs & Maintenance,2025-03-06,2025-04-05,2025-04-05,1381.29,Pending,6100,False,False,False,True,True
INVREC-0005094,PROP-0084,VEND-003,Metro Mechanical,INV-0084-03-05094,Repairs & Maintenance,2025-03-11,2025-04-25,2025-04-24,1273.66,Approved,6100,False,False,False,False,True
INVREC-0005095,PROP-0084,VEND-002,Skyline Maintenance,INV-0084-03-05095,Repairs & Maintenance,2025-03-10,2025-04-09,2025-04-06,512.17,Approved,6100,False,False,False,False,True
INVREC-0005096,PROP-0084,VEND-006,ConEd Utility,INV-0084-04-05096,Utilities,2025-04-13,2025-05-13,2025-05-07,1929.51,Approved,6200,False,False,False,False,True
INVREC-0005097,PROP-0084,VEND-004,Ace Plumbing,INV-0084-04-05097,Repairs & Maintenance,2025-04-04,2025-05-04,,2941.63,Rejected,6100,False,False,False,True,True
INVREC-0005098,PROP-0084,VEND-002,Skyline Maintenance,INV-0084-04-05098,Repairs & Maintenance,2025-04-16,2025-05-16,2025-06-09,1947.32,Approved,6100,True,False,False,True,True
INVREC-0005099,PROP-0084,VEND-001,Rapid Repair Co,INV-0084-04-05099,Repairs & Maintenance,2025-04-15,2025-05-15,2025-05-12,2940.82,Approved,6100,False,False,False,False,True
INVREC-0005100,PROP-0084,VEND-011,CleanCore Services,INV-0084-04-05100,Janitorial,2025-04-25,2025-05-10,2025-05-05,1875.77,Approved,6400,False,False,False,False,True
INVREC-0005101,PROP-0084,VEND-006,ConEd Utility,INV-0084-04-05101,Utilities,2025-04-15,2025-05-30,2025-05-23,1176.78,Approved,6200,False,False,False,False,True
INVREC-0005102,PROP-0084,VEND-004,Ace Plumbing,INV-0084-05-05102,Repairs & Maintenance,2025-05-15,2025-06-14,2025-06-17,653.47,Approved,6100,True,False,False,True,True
INVREC-0005103,PROP-0084,VEND-015,ComplianceWorks,INV-0084-05-05103,Professional Services,2025-05-17,2025-06-01,2025-05-30,1212.06,Approved,6600,False,False,False,False,True
INVREC-0005104,PROP-0084,VEND-006,ConEd Utility,INV-0084-05-05104,Utilities,2025-05-25,2025-06-24,2025-06-17,928.64,Approved,6200,False,False,False,False,True
INVREC-0005105,PROP-0084,VEND-004,Ace Plumbing,INV-0084-05-05105,Repairs & Maintenance,2025-05-09,2025-06-08,2025-06-07,1352.25,Approved,6100,False,False,False,False,True
INVREC-0005106,PROP-0084,VEND-006,ConEd Utility,INV-0084-05-05106,Utilities,2025-05-04,2025-05-19,2025-05-16,1372.35,Pending,6200,False,False,False,True,True
INVREC-0005107,PROP-0084,VEND-007,NY Water Services,INV-0084-05-05107,Utilities,2025-05-04,2025-06-03,2025-05-31,2256.02,Approved,6200,False,False,False,False,True
INVREC-0005108,PROP-0084,VEND-012,Sparkle Janitorial,INV-0084-06-05108,Janitorial,2025-06-15,2025-07-15,2025-07-09,321.11,Approved,6400,False,False,False,False,True
INVREC-0005109,PROP-0084,VEND-007,NY Water Services,INV-0084-06-05109,Utilities,2025-06-05,2025-07-05,2025-07-05,1869.25,Approved,6200,False,False,False,False,True
INVREC-0005110,PROP-0084,VEND-012,Sparkle Janitorial,INV-0084-06-05110,Janitorial,2025-06-01,2025-07-01,2025-06-27,147.94,Approved,6400,False,False,False,False,True
INVREC-0005111,PROP-0084,VEND-004,Ace Plumbing,INV-0084-06-05111,Repairs & Maintenance,2025-06-18,2025-07-18,2025-07-16,1991.72,Approved,6100,False,False,False,False,True
INVREC-0005112,PROP-0084,VEND-014,LedgerPro Accounting,INV-0084-06-05112,Professional Services,2025-06-18,2025-07-18,2025-07-14,493.65,Pending,6600,False,False,False,True,True
INVREC-0005113,PROP-0084,VEND-011,CleanCore Services,INV-0084-06-05113,Janitorial,2025-06-23,2025-07-23,2025-07-22,1177.72,Approved,6400,False,False,False,False,True
INVREC-0005114,PROP-0084,VEND-013,Urban Greenery,INV-0084-07-05114,Landscaping,2025-07-24,2025-08-23,2025-09-05,363.56,Approved,6500,True,False,False,True,True
INVREC-0005115,PROP-0084,VEND-014,LedgerPro Accounting,INV-0084-07-05115,Professional Services,2025-07-22,2025-08-21,2025-08-16,771.63,Approved,6600,False,False,False,False,True
INVREC-0005116,PROP-0084,VEND-009,Guardian Security,INV-0084-07-05116,Security,2025-07-24,2025-08-23,2025-09-08,108.3,Approved,6300,True,False,False,True,True
INVREC-0005117,PROP-0084,VEND-015,ComplianceWorks,INV-0084-07-05117,Professional Services,2025-07-01,2025-07-31,2025-07-25,335.09,Approved,,False,False,True,True,True
INVREC-0005118,PROP-0084,VEND-008,Gridline Energy,INV-0084-07-05118,Utilities,2025-07-01,2025-07-31,2025-07-29,337.49,Pending,6200,False,False,False,True,True
INVREC-0005119,PROP-0084,VEND-016,RiskShield Insurance,INV-0084-08-05119,Insurance,2025-08-11,2025-09-10,2025-09-07,2071.41,Approved,6700,False,False,False,False,True
INVREC-0005120,PROP-0084,VEND-001,Rapid Repair Co,INV-0084-08-05120,Repairs & Maintenance,2025-08-13,2025-09-12,2025-09-06,5043.22,Approved,6100,False,False,False,False,True
INVREC-0005121,PROP-0084,VEND-006,ConEd Utility,INV-0084-09-05121,Utilities,2025-09-19,2025-10-19,2025-11-09,4103.58,Approved,6200,True,False,False,True,True
INVREC-0005122,PROP-0084,VEND-006,ConEd Utility,INV-0084-09-05122,Utilities,2025-09-03,2025-10-03,2025-09-26,3216.22,Approved,6200,False,False,False,False,True
INVREC-0005123,PROP-0084,VEND-006,ConEd Utility,INV-0084-09-05123,Utilities,2025-09-06,2025-10-21,2025-10-21,4214.21,Approved,6200,False,False,False,False,True
INVREC-0005124,PROP-0084,VEND-005,Bright Electric,INV-0084-10-05124,Repairs & Maintenance,2025-10-24,2025-11-23,2025-11-21,3324.66,Approved,6100,False,False,False,False,True
INVREC-0005125,PROP-0084,VEND-012,Sparkle Janitorial,INV-0084-10-05125,Janitorial,2025-10-13,2025-11-12,2025-11-11,424.8,Approved,6400,False,False,False,False,True
INVREC-0005126,PROP-0084,VEND-002,Skyline Maintenance,INV-0084-10-05126,Repairs & Maintenance,2025-10-14,2025-11-13,2025-11-06,734.96,Approved,6100,False,False,False,False,True
INVREC-0005127,PROP-0084,VEND-015,ComplianceWorks,INV-0084-10-05127,Professional Services,2025-10-02,2025-10-17,2025-10-17,1451.58,Approved,6600,False,False,False,False,True
INVREC-0005128,PROP-0084,VEND-017,OfficeWorks Supply,INV-0084-10-05128,Administrative,2025-10-03,2025-11-02,2025-10-30,270.2,Approved,6800,False,False,False,False,True
INVREC-0005129,PROP-0084,VEND-002,Skyline Maintenance,INV-0084-10-05129,Repairs & Maintenance,2025-10-11,2025-11-10,2025-11-03,471.69,Approved,6100,False,False,False,False,True
INVREC-0005130,PROP-0084,VEND-015,ComplianceWorks,INV-0084-11-05130,Professional Services,2025-11-03,2025-12-03,2025-12-03,935.9,Pending,6600,False,False,False,True,True
INVREC-0005131,PROP-0084,VEND-001,Rapid Repair Co,INV-0084-11-05131,Repairs & Maintenance,2025-11-18,2025-12-18,2025-12-17,8198.17,Approved,6100,False,False,False,False,True
INVREC-0005132,PROP-0084,VEND-015,ComplianceWorks,INV-0084-11-05132,Professional Services,2025-11-12,2025-11-27,2025-11-24,967.96,Approved,6600,False,False,False,False,True
INVREC-0005133,PROP-0084,VEND-015,ComplianceWorks,INV-0084-12-05133,Professional Services,2025-12-15,2026-01-14,2026-01-12,1290.0,Approved,6600,False,False,False,False,True
INVREC-0005134,PROP-0084,VEND-001,Rapid Repair Co,INV-0084-12-05134,Repairs & Maintenance,2025-12-10,2026-01-09,2026-01-04,3527.68,Approved,6100,False,False,False,False,True
INVREC-0005135,PROP-0084,VEND-011,CleanCore Services,INV-0084-12-05135,Janitorial,2025-12-25,2026-01-24,2026-01-22,2294.95,Approved,6400,False,False,False,False,True
INVREC-0005136,PROP-0084,VEND-013,Urban Greenery,INV-0084-12-05136,Landscaping,2025-12-25,2026-01-24,2026-01-23,1151.67,Pending,6500,False,False,False,True,True
INVREC-0005137,PROP-0085,VEND-017,OfficeWorks Supply,INV-0085-01-05137,Administrative,2025-01-13,2025-02-12,2025-02-08,389.0,Approved,6800,False,False,False,False,True
INVREC-0005138,PROP-0085,VEND-005,Bright Electric,INV-0085-01-05138,Repairs & Maintenance,2025-01-25,2025-02-09,2025-02-10,5624.74,Approved,6100,True,False,False,True,True
INVREC-0005139,PROP-0085,VEND-002,Skyline Maintenance,INV-0085-01-05139,Repairs & Maintenance,2025-01-16,2025-03-02,2025-02-27,4311.15,Approved,6100,False,False,False,False,True
INVREC-0005140,PROP-0085,VEND-017,OfficeWorks Supply,INV-0085-01-05140,Administrative,2025-01-11,2025-02-10,2025-02-09,1779.43,Approved,6800,False,False,False,False,True
INVREC-0005141,PROP-0085,VEND-005,Bright Electric,INV-0085-01-05141,Repairs & Maintenance,2025-01-22,2025-02-21,2025-02-20,9614.96,Approved,6100,False,False,False,False,True
INVREC-0005142,PROP-0085,VEND-016,RiskShield Insurance,INV-0085-01-05142,Insurance,2025-01-10,2025-02-09,2025-02-07,7692.12,Approved,6700,False,False,False,False,True
INVREC-0005143,PROP-0085,VEND-006,ConEd Utility,INV-0085-01-05143,Utilities,2025-01-25,2025-02-09,2025-02-06,4651.36,Approved,6200,False,False,False,False,True
INVREC-0005144,PROP-0085,VEND-013,Urban Greenery,INV-0085-01-05144,Landscaping,2025-01-14,2025-02-13,2025-02-12,901.36,Approved,6500,False,False,False,False,True
INVREC-0005145,PROP-0085,VEND-006,ConEd Utility,INV-0085-02-05145,Utilities,2025-02-25,2025-03-27,2025-04-01,6601.39,Approved,6200,True,False,False,True,True
INVREC-0005146,PROP-0085,VEND-001,Rapid Repair Co,INV-0085-02-05146,Repairs & Maintenance,2025-02-04,2025-03-06,2025-03-03,27130.36,Approved,6100,False,False,False,False,True
INVREC-0005147,PROP-0085,VEND-017,OfficeWorks Supply,INV-0085-02-05147,Administrative,2025-02-15,2025-03-17,2025-03-11,1534.14,Approved,6800,False,False,False,False,True
INVREC-0005148,PROP-0085,VEND-017,OfficeWorks Supply,INV-0085-03-05148,Administrative,2025-03-25,2025-04-24,2025-04-19,702.74,Approved,6800,False,False,False,False,True
INVREC-0005149,PROP-0085,VEND-001,Rapid Repair Co,INV-0085-03-05149,Repairs & Maintenance,2025-03-12,2025-04-11,2025-04-11,7065.02,Approved,6100,False,False,False,False,True
INVREC-0005150,PROP-0085,VEND-012,Sparkle Janitorial,INV-0085-03-05150,Janitorial,2025-03-07,2025-03-22,2025-03-17,8271.69,Approved,6400,False,False,False,False,True
INVREC-0005151,PROP-0085,VEND-014,LedgerPro Accounting,INV-0085-04-05151,Professional Services,2025-04-19,2025-05-19,2025-05-13,1910.23,Approved,6600,False,False,False,False,True
INVREC-0005152,PROP-0085,VEND-007,NY Water Services,INV-0085-04-05152,Utilities,2025-04-18,2025-05-18,,5173.4,Rejected,6200,False,False,False,True,True
INVREC-0005153,PROP-0085,VEND-013,Urban Greenery,INV-0085-04-05153,Landscaping,2025-04-20,2025-05-20,2025-05-14,694.95,Approved,6500,False,False,False,False,True
INVREC-0005154,PROP-0085,VEND-014,LedgerPro Accounting,INV-0085-04-05154,Professional Services,2025-04-22,2025-05-07,2025-05-03,236.13,Approved,6600,False,False,False,False,True
INVREC-0005155,PROP-0085,VEND-011,CleanCore Services,INV-0085-04-05155,Janitorial,2025-04-19,2025-05-19,2025-05-19,2355.68,Approved,6400,False,False,False,False,True
INVREC-0005156,PROP-0085,VEND-016,RiskShield Insurance,INV-0085-04-05156,Insurance,2025-04-21,2025-05-21,2025-05-19,5721.57,Approved,6700,False,False,False,False,True
INVREC-0005157,PROP-0085,VEND-006,ConEd Utility,INV-0085-04-05157,Utilities,2025-04-13,2025-05-13,2025-05-11,2320.8,Approved,6200,False,False,False,False,True
INVREC-0005158,PROP-0085,VEND-011,CleanCore Services,INV-0085-05-05158,Janitorial,2025-05-19,2025-06-18,2025-06-14,3345.75,Pending,6400,False,False,False,True,True
INVREC-0005159,PROP-0085,VEND-013,Urban Greenery,INV-0085-05-05159,Landscaping,2025-05-17,2025-06-01,2025-05-28,2850.01,Approved,6500,False,False,False,False,True
INVREC-0005160,PROP-0085,VEND-007,NY Water Services,INV-0085-05-05160,Utilities,2025-05-21,2025-06-20,2025-06-14,2285.19,Approved,6200,False,False,False,False,True
INVREC-0005161,PROP-0085,VEND-009,Guardian Security,INV-0085-05-05161,Security,2025-05-03,2025-06-02,2025-05-26,3569.23,Pending,6300,False,False,False,True,True
INVREC-0005162,PROP-0085,VEND-007,NY Water Services,INV-0085-05-05162,Utilities,2025-05-19,2025-06-18,,11446.99,Rejected,6200,False,False,False,True,True
INVREC-0005163,PROP-0085,VEND-001,Rapid Repair Co,INV-0085-05-05163,Repairs & Maintenance,2025-05-12,2025-06-26,2025-07-06,2439.7,Approved,6100,True,False,False,True,True
INVREC-0005164,PROP-0085,VEND-011,CleanCore Services,INV-0085-05-05164,Janitorial,2025-05-23,2025-06-22,2025-06-21,4229.73,Approved,6400,False,False,False,False,True
INVREC-0005165,PROP-0085,VEND-011,CleanCore Services,INV-0085-06-05165,Janitorial,2025-06-04,2025-07-04,2025-07-04,7212.27,Approved,6400,False,False,False,False,True
INVREC-0005166,PROP-0085,VEND-009,Guardian Security,INV-0085-06-05166,Security,2025-06-08,2025-06-23,2025-06-23,11106.14,Approved,6300,False,False,False,False,True
INVREC-0005167,PROP-0085,VEND-011,CleanCore Services,INV-0085-07-05167,Janitorial,2025-07-08,2025-08-07,2025-08-02,14920.04,Approved,,False,False,True,True,True
INVREC-0005168,PROP-0085,VEND-006,ConEd Utility,INV-0085-07-05168,Utilities,2025-07-13,2025-08-12,2025-08-07,21387.03,Approved,6200,False,False,False,False,True
INVREC-0005169,PROP-0085,VEND-016,RiskShield Insurance,INV-0085-07-05169,Insurance,2025-07-21,2025-08-20,2025-08-14,9570.44,Approved,6700,False,False,False,False,True
INVREC-0005170,PROP-0085,VEND-009,Guardian Security,INV-0085-08-05170,Security,2025-08-04,2025-08-19,2025-08-19,2978.94,Approved,6300,False,False,False,False,True
INVREC-0005171,PROP-0085,VEND-003,Metro Mechanical,INV-0085-08-05171,Repairs & Maintenance,2025-08-03,2025-08-18,2025-08-13,5672.52,Approved,6100,False,False,False,False,True
INVREC-0005172,PROP-0085,VEND-016,RiskShield Insurance,INV-0085-08-05172,Insurance,2025-08-18,2025-09-17,2025-09-10,1065.2,Approved,6700,False,False,False,False,True
INVREC-0005173,PROP-0085,VEND-002,Skyline Maintenance,INV-0085-08-05173,Repairs & Maintenance,2025-08-21,2025-09-20,2025-09-17,1264.41,Approved,6100,False,False,False,False,True
INVREC-0005174,PROP-0085,VEND-005,Bright Electric,INV-0085-08-05174,Repairs & Maintenance,2025-08-22,2025-09-21,2025-09-18,2373.89,Approved,6100,False,False,False,False,True
INVREC-0005175,PROP-0085,VEND-014,LedgerPro Accounting,INV-0085-08-05175,Professional Services,2025-08-20,2025-09-19,2025-09-19,4558.86,Approved,6600,False,False,False,False,True
INVREC-0005176,PROP-0085,VEND-003,Metro Mechanical,INV-0085-08-05176,Repairs & Maintenance,2025-08-07,2025-09-06,2025-09-01,10287.95,Approved,6100,False,False,False,False,True
INVREC-0005177,PROP-0085,VEND-014,LedgerPro Accounting,INV-0085-08-05177,Professional Services,2025-08-07,2025-09-06,2025-09-01,2502.91,Approved,6600,False,False,False,False,True
INVREC-0005178,PROP-0085,VEND-010,FrontDesk Patrol,INV-0085-08-05178,Security,2025-08-11,2025-08-26,2025-08-21,1263.47,Approved,6300,False,False,False,False,True
INVREC-0005179,PROP-0085,VEND-017,OfficeWorks Supply,INV-0085-09-05179,Administrative,2025-09-01,2025-10-01,2025-09-29,1597.99,Pending,6800,False,False,False,True,True
INVREC-0005180,PROP-0085,VEND-014,LedgerPro Accounting,INV-0085-09-05180,Professional Services,2025-09-17,2025-10-17,2025-10-12,2785.16,Approved,6600,False,False,False,False,True
INVREC-0005181,PROP-0085,VEND-001,Rapid Repair Co,INV-0085-09-05181,Repairs & Maintenance,2025-09-04,2025-09-19,2025-09-12,7470.93,Approved,6100,False,False,False,False,True
INVREC-0005182,PROP-0085,VEND-003,Metro Mechanical,INV-0085-09-05182,Repairs & Maintenance,2025-09-24,2025-10-24,2025-10-20,7815.63,Approved,6100,False,False,False,False,True
INVREC-0005183,PROP-0085,VEND-005,Bright Electric,INV-0085-09-05183,Repairs & Maintenance,2025-09-18,2025-10-03,2025-09-26,1952.64,Approved,6100,False,False,False,False,True
INVREC-0005184,PROP-0085,VEND-004,Ace Plumbing,INV-0085-09-05184,Repairs & Maintenance,2025-09-17,2025-10-17,2025-10-11,4807.95,Approved,6100,False,False,False,False,True
INVREC-0005185,PROP-0085,VEND-013,Urban Greenery,INV-0085-10-05185,Landscaping,2025-10-13,2025-10-28,2025-10-22,2468.63,Approved,6500,False,False,False,False,True
INVREC-0005186,PROP-0085,VEND-009,Guardian Security,INV-0085-10-05186,Security,2025-10-17,2025-11-01,2025-11-24,6285.05,Approved,6300,True,False,False,True,True
INVREC-0005187,PROP-0085,VEND-004,Ace Plumbing,INV-0085-10-05187,Repairs & Maintenance,2025-10-14,2025-10-29,2025-10-24,11310.6,Approved,6100,False,False,False,False,True
INVREC-0005188,PROP-0085,VEND-014,LedgerPro Accounting,INV-0085-10-05188,Professional Services,2025-10-20,2025-12-04,2025-12-03,1962.18,Pending,6600,False,False,False,True,True
INVREC-0005189,PROP-0085,VEND-015,ComplianceWorks,INV-0085-10-05189,Professional Services,2025-10-25,2025-11-24,2025-11-22,8666.64,Approved,6600,False,False,False,False,True
INVREC-0005190,PROP-0085,VEND-009,Guardian Security,INV-0085-02-05145,Security,2025-11-19,2025-12-19,2025-12-26,1792.0,Approved,6300,True,True,False,True,True
INVREC-0005191,PROP-0085,VEND-015,ComplianceWorks,INV-0085-09-05182,Professional Services,2025-11-19,2025-12-19,2025-12-19,3541.76,Pending,6600,False,True,False,True,True
INVREC-0005192,PROP-0085,VEND-012,Sparkle Janitorial,INV-0085-11-05192,Janitorial,2025-11-18,2025-12-03,2025-12-23,8308.85,Approved,6400,True,False,False,True,True
INVREC-0005193,PROP-0085,VEND-004,Ace Plumbing,INV-0085-11-05193,Repairs & Maintenance,2025-11-09,2025-11-24,,9111.9,Rejected,6100,False,False,False,True,True
INVREC-0005194,PROP-0085,VEND-002,Skyline Maintenance,INV-0085-11-05194,Repairs & Maintenance,2025-11-05,2025-12-05,2025-11-30,8596.46,Approved,6100,False,False,False,False,True
INVREC-0005195,PROP-0085,VEND-016,RiskShield Insurance,INV-0085-09-05182,Insurance,2025-11-09,2025-11-24,2025-11-25,1205.67,Approved,6700,True,True,False,True,True
INVREC-0005196,PROP-0085,VEND-010,FrontDesk Patrol,INV-0085-12-05196,Security,2025-12-19,2026-01-18,2026-01-17,895.79,Approved,6300,False,False,False,False,True
INVREC-0005197,PROP-0085,VEND-007,NY Water Services,INV-0085-12-05197,Utilities,2025-12-08,2026-01-07,2026-01-13,4665.5,Approved,6200,True,False,False,True,True
INVREC-0005198,PROP-0085,VEND-003,Metro Mechanical,INV-0085-12-05198,Repairs & Maintenance,2025-12-21,2026-01-05,2026-01-25,1438.75,Pending,6100,True,False,False,True,True
INVREC-0005199,PROP-0085,VEND-009,Guardian Security,INV-0085-12-05199,Security,2025-12-09,2026-01-23,2026-01-17,4048.88,Pending,6300,False,False,False,True,True
INVREC-0005200,PROP-0085,VEND-009,Guardian Security,INV-0085-12-05200,Security,2025-12-18,2026-01-17,2026-01-13,1520.02,Approved,6300,False,False,False,False,True
INVREC-0005201,PROP-0085,VEND-012,Sparkle Janitorial,INV-0085-12-05201,Janitorial,2025-12-06,2026-01-05,2026-01-02,2342.57,Pending,6400,False,False,False,True,True
INVREC-0005202,PROP-0085,VEND-007,NY Water Services,INV-0085-12-05202,Utilities,2025-12-25,2026-01-24,2026-01-19,9511.17,Approved,6200,False,False,False,False,True
INVREC-0005203,PROP-0086,VEND-017,OfficeWorks Supply,INV-0086-01-05203,Administrative,2025-01-17,2025-02-01,2025-01-30,1485.08,Approved,6800,False,False,False,False,True
INVREC-0005204,PROP-0086,VEND-017,OfficeWorks Supply,INV-0086-01-05204,Administrative,2025-01-07,2025-02-06,2025-02-01,758.73,Approved,6800,False,False,False,False,True
INVREC-0005205,PROP-0086,VEND-017,OfficeWorks Supply,INV-0086-01-05205,Administrative,2025-01-01,2025-01-31,2025-02-14,1627.02,Approved,6800,True,False,False,True,True
INVREC-0005206,PROP-0086,VEND-014,LedgerPro Accounting,INV-0086-02-05206,Professional Services,2025-02-24,2025-03-26,2025-03-26,1501.84,Pending,6600,False,False,False,True,True
INVREC-0005207,PROP-0086,VEND-009,Guardian Security,INV-0086-02-05207,Security,2025-02-12,2025-03-14,2025-03-14,774.79,Approved,,False,False,True,True,True
INVREC-0005208,PROP-0086,VEND-015,ComplianceWorks,INV-0086-02-05208,Professional Services,2025-02-12,2025-03-14,2025-03-10,523.94,Approved,6600,False,False,False,False,True
INVREC-0005209,PROP-0086,VEND-011,CleanCore Services,INV-0086-02-05209,Janitorial,2025-02-03,2025-03-05,2025-03-03,886.64,Approved,6400,False,False,False,False,True
INVREC-0005210,PROP-0086,VEND-013,Urban Greenery,INV-0086-02-05210,Landscaping,2025-02-22,2025-03-24,2025-03-21,144.68,Pending,6500,False,False,False,True,True
INVREC-0005211,PROP-0086,VEND-016,RiskShield Insurance,INV-0086-02-05211,Insurance,2025-02-05,2025-03-07,2025-03-05,340.89,Approved,6700,False,False,False,False,True
INVREC-0005212,PROP-0086,VEND-004,Ace Plumbing,INV-0086-02-05212,Repairs & Maintenance,2025-02-25,2025-03-12,2025-03-05,2454.5,Approved,6100,False,False,False,False,True
INVREC-0005213,PROP-0086,VEND-002,Skyline Maintenance,INV-0086-03-05213,Repairs & Maintenance,2025-03-04,2025-04-03,2025-04-02,9649.79,Approved,6100,False,False,False,False,True
INVREC-0005214,PROP-0086,VEND-005,Bright Electric,INV-0086-03-05214,Repairs & Maintenance,2025-03-14,2025-04-13,2025-04-09,13591.31,Approved,6100,False,False,False,False,True
INVREC-0005215,PROP-0086,VEND-010,FrontDesk Patrol,INV-0086-03-05215,Security,2025-03-19,2025-04-03,2025-03-28,2581.2,Approved,6300,False,False,False,False,True
INVREC-0005216,PROP-0086,VEND-002,Skyline Maintenance,INV-0086-04-05216,Repairs & Maintenance,2025-04-03,2025-04-18,2025-04-12,1963.23,Approved,6100,False,False,False,False,True
INVREC-0005217,PROP-0086,VEND-005,Bright Electric,INV-0086-04-05217,Repairs & Maintenance,2025-04-19,2025-05-19,2025-05-14,5130.71,Approved,6100,False,False,False,False,True
INVREC-0005218,PROP-0086,VEND-012,Sparkle Janitorial,INV-0086-04-05218,Janitorial,2025-04-01,2025-05-01,2025-04-28,2253.76,Approved,6400,False,False,False,False,True
INVREC-0005219,PROP-0086,VEND-013,Urban Greenery,INV-0086-04-05219,Landscaping,2025-04-24,2025-05-24,2025-05-19,573.76,Approved,,False,False,True,True,True
INVREC-0005220,PROP-0086,VEND-008,Gridline Energy,INV-0086-04-05220,Utilities,2025-04-13,2025-04-28,2025-04-26,3728.62,Approved,6200,False,False,False,False,True
INVREC-0005221,PROP-0086,VEND-009,Guardian Security,INV-0086-04-05221,Security,2025-04-22,2025-05-22,2025-06-06,1090.01,Approved,6300,True,False,False,True,True
INVREC-0005222,PROP-0086,VEND-017,OfficeWorks Supply,INV-0086-05-05222,Administrative,2025-05-11,2025-05-26,2025-05-21,976.59,Approved,6800,False,False,False,False,True
INVREC-0005223,PROP-0086,VEND-002,Skyline Maintenance,INV-0086-05-05223,Repairs & Maintenance,2025-05-06,2025-06-05,2025-06-05,3769.58,Approved,6100,False,False,False,False,True
INVREC-0005224,PROP-0086,VEND-015,ComplianceWorks,INV-0086-05-05224,Professional Services,2025-05-21,2025-06-20,2025-06-30,1150.21,Approved,6600,True,False,False,True,True
INVREC-0005225,PROP-0086,VEND-016,RiskShield Insurance,INV-0086-05-05225,Insurance,2025-05-25,2025-06-24,2025-06-19,1371.96,Approved,6700,False,False,False,False,True
INVREC-0005226,PROP-0086,VEND-001,Rapid Repair Co,INV-0086-05-05226,Repairs & Maintenance,2025-05-09,2025-06-08,2025-06-02,5397.79,Approved,6100,False,False,False,False,True
INVREC-0005227,PROP-0086,VEND-003,Metro Mechanical,INV-0086-05-05227,Repairs & Maintenance,2025-05-13,2025-05-28,2025-05-24,3418.6,Approved,6100,False,False,False,False,True
INVREC-0005228,PROP-0086,VEND-003,Metro Mechanical,INV-0086-05-05228,Repairs & Maintenance,2025-05-12,2025-06-11,2025-06-23,1495.37,Approved,6100,True,False,False,True,True
INVREC-0005229,PROP-0086,VEND-002,Skyline Maintenance,INV-0086-06-05229,Repairs & Maintenance,2025-06-19,2025-07-04,2025-07-01,1468.19,Approved,6100,False,False,False,False,True
INVREC-0005230,PROP-0086,VEND-007,NY Water Services,INV-0086-06-05230,Utilities,2025-06-17,2025-07-17,2025-07-13,1075.38,Approved,6200,False,False,False,False,True
INVREC-0005231,PROP-0086,VEND-015,ComplianceWorks,INV-0086-06-05231,Professional Services,2025-06-13,2025-06-28,2025-07-08,200.22,Approved,6600,True,False,False,True,True
INVREC-0005232,PROP-0086,VEND-016,RiskShield Insurance,INV-0086-06-05232,Insurance,2025-06-17,2025-07-17,2025-07-16,812.03,Approved,6700,False,False,False,False,True
INVREC-0005233,PROP-0086,VEND-003,Metro Mechanical,INV-0086-06-05233,Repairs & Maintenance,2025-06-05,2025-07-20,2025-07-13,3704.1,Approved,6100,False,False,False,False,True
INVREC-0005234,PROP-0086,VEND-010,FrontDesk Patrol,INV-0086-06-05234,Security,2025-06-08,2025-07-08,2025-07-03,1033.53,Approved,6300,False,False,False,False,True
INVREC-0005235,PROP-0086,VEND-011,CleanCore Services,INV-0086-06-05235,Janitorial,2025-06-25,2025-07-25,2025-07-18,316.06,Approved,6400,False,False,False,False,True
INVREC-0005236,PROP-0086,VEND-006,ConEd Utility,INV-0086-06-05236,Utilities,2025-06-11,2025-07-11,2025-07-29,677.32,Approved,6200,True,False,False,True,True
