financial_id,property_id,month,budget_income,actual_income,income_variance,income_variance_pct,budget_expenses,actual_expenses,expense_variance,expense_variance_pct,net_operating_income,ebitda,occupancy_rate,management_fee,synthetic_record
FIN-PROP-0098-202502,PROP-0098,2025-02-01,620284.61,587231.82,-33052.79,-0.0533,228428.19,226021.48,-2406.71,-0.0105,361210.34,345521.93,0.9793,15688.41,True
FIN-PROP-0098-202503,PROP-0098,2025-03-01,623664.86,546844.42,-76820.44,-0.1232,226382.23,240631.28,14249.06,0.0629,306213.14,290702.65,0.8865,15510.49,True
FIN-PROP-0098-202504,PROP-0098,2025-04-01,624902.12,575494.93,-49407.19,-0.0791,223587.38,231252.62,7665.24,0.0343,344242.31,324576.67,0.9379,19665.64,True
FIN-PROP-0098-202505,PROP-0098,2025-05-01,623664.86,590084.24,-33580.62,-0.0538,220792.54,223072.41,2279.87,0.0103,367011.84,344791.37,0.9536,22220.46,True
FIN-PROP-0098-202506,PROP-0098,2025-06-01,620284.61,607325.36,-12959.26,-0.0209,218746.57,193241.53,-25505.05,-0.1166,414083.83,398029.85,0.9828,16053.98,True
FIN-PROP-0098-202507,PROP-0098,2025-07-01,615667.11,547571.17,-68095.94,-0.1106,217997.7,259307.67,41309.97,0.1895,288263.51,272141.95,0.9123,16121.56,True
FIN-PROP-0098-202508,PROP-0098,2025-08-01,611049.61,590579.57,-20470.04,-0.0335,218746.57,207957.35,-10789.22,-0.0493,382622.22,357614.01,0.967,25008.2,True
FIN-PROP-0098-202509,PROP-0098,2025-09-01,607669.36,545094.08,-62575.28,-0.103,220792.54,211107.64,-9684.9,-0.0439,333986.44,311063.15,0.9517,22923.29,True
FIN-PROP-0098-202510,PROP-0098,2025-10-01,606432.1,534108.97,-72323.13,-0.1193,223587.38,233439.38,9852.0,0.0441,300669.59,287092.16,0.9012,13577.43,True
FIN-PROP-0098-202511,PROP-0098,2025-11-01,607669.36,574882.55,-32786.81,-0.054,226382.23,223087.87,-3294.36,-0.0146,351794.68,329124.33,0.9702,22670.36,True
FIN-PROP-0098-202512,PROP-0098,2025-12-01,611049.61,569659.17,-41390.43,-0.0677,228428.19,218582.37,-9845.82,-0.0431,351076.8,326629.92,0.925,24446.88,True
FIN-PROP-0099-202501,PROP-0099,2025-01-01,38904.15,39516.21,612.06,0.0157,11156.13,11198.6,42.48,0.0038,28317.61,26687.82,0.981,1629.79,True
FIN-PROP-0099-202502,PROP-0099,2025-02-01,39195.93,36502.28,-2693.65,-0.0687,11119.67,10690.95,-428.72,-0.0386,25811.32,24616.64,0.9215,1194.68,True
FIN-PROP-0099-202503,PROP-0099,2025-03-01,39409.53,33395.91,-6013.62,-0.1526,11020.08,12321.86,1301.79,0.1181,21074.05,19696.39,0.9133,1377.66,True
FIN-PROP-0099-202504,PROP-0099,2025-04-01,39487.71,37501.04,-1986.68,-0.0503,10884.02,12236.66,1352.63,0.1243,25264.38,23807.54,0.9575,1456.84,True
FIN-PROP-0099-202505,PROP-0099,2025-05-01,39409.53,35913.2,-3496.33,-0.0887,10747.97,10571.65,-176.32,-0.0164,25341.55,23882.35,0.8929,1459.2,True
FIN-PROP-0099-202506,PROP-0099,2025-06-01,39195.93,38317.15,-878.78,-0.0224,10648.38,11286.81,638.43,0.06,27030.35,25886.84,0.9748,1143.51,True
FIN-PROP-0099-202507,PROP-0099,2025-07-01,38904.15,36352.04,-2552.11,-0.0656,10611.92,10872.5,260.57,0.0246,25479.54,24482.17,0.947,997.37,True
FIN-PROP-0099-202508,PROP-0099,2025-08-01,38612.37,34726.98,-3885.39,-0.1006,10648.38,11172.31,523.93,0.0492,23554.67,22144.01,0.9336,1410.66,True
FIN-PROP-0099-202509,PROP-0099,2025-09-01,38398.77,37808.27,-590.5,-0.0154,10747.97,10799.57,51.6,0.0048,27008.7,25845.85,0.9596,1162.85,True
FIN-PROP-0099-202510,PROP-0099,2025-10-01,38320.59,33313.97,-5006.61,-0.1307,10884.02,12290.48,1406.46,0.1292,21023.49,20027.33,0.8766,996.17,True
FIN-PROP-0099-202511,PROP-0099,2025-11-01,38398.77,35084.48,-3314.29,-0.0863,11020.08,11280.87,260.79,0.0237,23803.61,22910.9,0.9284,892.71,True
FIN-PROP-0099-202512,PROP-0099,2025-12-01,38612.37,34894.02,-3718.35,-0.0963,11119.67,11611.37,491.7,0.0442,23282.65,22003.27,0.903,1279.38,True
FIN-PROP-0100-202501,PROP-0100,2025-01-01,28851.02,25566.64,-3284.38,-0.1138,10981.86,12441.0,1459.14,0.1329,13125.64,12299.62,0.9126,826.02,True
FIN-PROP-0100-202502,PROP-0100,2025-02-01,29067.4,28323.17,-744.24,-0.0256,10945.97,12375.26,1429.29,0.1306,15947.91,14821.25,0.9747,1126.65,True
FIN-PROP-0100-202503,PROP-0100,2025-03-01,29225.81,28275.5,-950.31,-0.0325,10847.93,12646.27,1798.34,0.1658,15629.22,14830.76,0.9545,798.46,True
FIN-PROP-0100-202504,PROP-0100,2025-04-01,29283.79,29268.24,-15.55,-0.0005,10714.01,11031.68,317.67,0.0297,18236.55,17322.4,0.9537,914.16,True
FIN-PROP-0100-202505,PROP-0100,2025-05-01,29225.81,26039.66,-3186.14,-0.109,10580.08,11491.41,911.33,0.0861,14548.25,13476.32,0.9164,1071.93,True
FIN-PROP-0100-202506,PROP-0100,2025-06-01,29067.4,27606.21,-1461.19,-0.0503,10482.04,10604.31,122.27,0.0117,17001.89,15954.64,0.9294,1047.26,True
FIN-PROP-0100-202507,PROP-0100,2025-07-01,28851.02,27756.9,-1094.12,-0.0379,10446.16,10789.58,343.43,0.0329,16967.31,15855.43,0.9304,1111.88,True
FIN-PROP-0100-202508,PROP-0100,2025-08-01,28634.64,26272.11,-2362.53,-0.0825,10482.04,11467.66,985.62,0.094,14804.45,13654.77,0.9057,1149.68,True
FIN-PROP-0100-202509,PROP-0100,2025-09-01,28476.23,25726.57,-2749.66,-0.0966,10580.08,11086.09,506.01,0.0478,14640.48,13530.58,0.9216,1109.91,True
FIN-PROP-0100-202510,PROP-0100,2025-10-01,28418.25,26340.18,-2078.08,-0.0731,10714.01,10638.05,-75.96,-0.0071,15702.13,14713.09,0.9486,989.05,True
FIN-PROP-0100-202511,PROP-0100,2025-11-01,28476.23,28748.68,272.45,0.0096,10847.93,12991.46,2143.53,0.1976,15757.22,14920.67,0.9864,836.54,True
FIN-PROP-0100-202512,PROP-0100,2025-12-01,28634.64,27726.17,-908.47,-0.0317,10945.97,11579.2,633.23,0.0579,16146.97,14936.53,0.9721,1210.43,True
FIN-PROP-0101-202501,PROP-0101,2025-01-01,77349.13,72463.17,-4885.96,-0.0632,28608.3,30805.48,2197.18,0.0768,41657.69,38799.52,0.9464,2858.17,True
FIN-PROP-0101-202502,PROP-0101,2025-02-01,77929.25,71049.86,-6879.39,-0.0883,28514.82,27963.77,-551.05,-0.0193,43086.09,40173.49,0.9187,2912.6,True
FIN-PROP-0101-202503,PROP-0101,2025-03-01,78353.92,71837.25,-6516.67,-0.0832,28259.42,28425.88,166.45,0.0059,43411.38,41314.15,0.9052,2097.22,True
FIN-PROP-0101-202504,PROP-0101,2025-04-01,78509.37,71501.95,-7007.42,-0.0893,27910.54,28850.61,940.07,0.0337,42651.34,39979.85,0.9462,2671.49,True
FIN-PROP-0101-202505,PROP-0101,2025-05-01,78353.92,73424.92,-4929.01,-0.0629,27561.66,29937.39,2375.73,0.0862,43487.53,40308.44,0.9103,3179.09,True
FIN-PROP-0101-202506,PROP-0101,2025-06-01,77929.25,72268.24,-5661.01,-0.0726,27306.26,27918.01,611.75,0.0224,44350.23,41477.65,0.902,2872.57,True
FIN-PROP-0101-202507,PROP-0101,2025-07-01,77349.13,69485.72,-7863.41,-0.1017,27212.78,30152.27,2939.49,0.108,39333.45,36369.12,0.9204,2964.33,True
FIN-PROP-0101-202508,PROP-0101,2025-08-01,76769.01,68711.69,-8057.33,-0.105,27306.26,26462.53,-843.73,-0.0309,42249.15,40113.69,0.8929,2135.46,True
FIN-PROP-0101-202509,PROP-0101,2025-09-01,76344.34,72581.82,-3762.51,-0.0493,27561.66,28159.22,597.56,0.0217,44422.61,41582.85,0.945,2839.76,True
FIN-PROP-0101-202510,PROP-0101,2025-10-01,76188.89,69086.56,-7102.33,-0.0932,27910.54,27983.22,72.68,0.0026,41103.35,39006.32,0.9265,2097.03,True
FIN-PROP-0101-202511,PROP-0101,2025-11-01,76344.34,69955.58,-6388.76,-0.0837,28259.42,27867.93,-391.5,-0.0139,42087.65,39194.61,0.934,2893.04,True
FIN-PROP-0101-202512,PROP-0101,2025-12-01,76769.01,69966.81,-6802.2,-0.0886,28514.82,30963.54,2448.72,0.0859,39003.27,36943.19,0.8835,2060.08,True
FIN-PROP-0102-202501,PROP-0102,2025-01-01,25144.62,24283.76,-860.86,-0.0342,8569.71,9041.95,472.24,0.0551,15241.81,14293.58,0.9575,948.23,True
FIN-PROP-0102-202502,PROP-0102,2025-02-01,25333.2,23669.93,-1663.28,-0.0657,8541.71,8523.1,-18.61,-0.0022,15146.82,14190.24,0.903,956.59,True
FIN-PROP-0102-202503,PROP-0102,2025-03-01,25471.26,21836.11,-3635.15,-0.1427,8465.2,9096.83,631.63,0.0746,12739.27,12128.25,0.8887,611.02,True
FIN-PROP-0102-202504,PROP-0102,2025-04-01,25521.79,24477.68,-1044.11,-0.0409,8360.69,8792.47,431.78,0.0516,15685.21,14802.71,0.9649,882.5,True
FIN-PROP-0102-202505,PROP-0102,2025-05-01,25471.26,23643.0,-1828.26,-0.0718,8256.18,9821.88,1565.7,0.1896,13821.12,13016.94,0.929,804.18,True
FIN-PROP-0102-202506,PROP-0102,2025-06-01,25333.2,23591.92,-1741.29,-0.0687,8179.68,8794.96,615.28,0.0752,14796.96,13890.55,0.9242,906.42,True
FIN-PROP-0102-202507,PROP-0102,2025-07-01,25144.62,24980.45,-164.17,-0.0065,8151.68,8066.38,-85.3,-0.0105,16914.07,15938.68,0.9641,975.39,True
FIN-PROP-0102-202508,PROP-0102,2025-08-01,24956.04,22499.97,-2456.06,-0.0984,8179.68,9120.96,941.28,0.1151,13379.02,12768.42,0.908,610.6,True
FIN-PROP-0102-202509,PROP-0102,2025-09-01,24817.98,24214.55,-603.44,-0.0243,8256.18,8354.32,98.14,0.0119,15860.23,14918.63,0.99,941.6,True
FIN-PROP-0102-202510,PROP-0102,2025-10-01,24767.45,23682.21,-1085.24,-0.0438,8360.69,8405.57,44.88,0.0054,15276.64,14397.07,0.9597,879.56,True
FIN-PROP-0102-202511,PROP-0102,2025-11-01,24817.98,21411.79,-3406.19,-0.1372,8465.2,8911.79,446.59,0.0528,12500.0,11603.51,0.907,896.49,True
FIN-PROP-0102-202512,PROP-0102,2025-12-01,24956.04,23588.25,-1367.79,-0.0548,8541.71,8916.61,374.9,0.0439,14671.64,13932.7,0.9408,738.94,True
FIN-PROP-0103-202501,PROP-0103,2025-01-01,137662.43,126177.31,-11485.12,-0.0834,35276.0,38117.82,2841.82,0.0806,88059.49,84808.82,0.9354,3250.67,True
FIN-PROP-0103-202502,PROP-0103,2025-02-01,138694.9,134090.14,-4604.76,-0.0332,35160.73,34689.03,-471.7,-0.0134,99401.12,95920.29,0.9763,3480.82,True
FIN-PROP-0103-202503,PROP-0103,2025-03-01,139450.72,143161.19,3710.47,0.0266,34845.8,35347.76,501.96,0.0144,107813.43,103465.47,0.9691,4347.96,True
FIN-PROP-0103-202504,PROP-0103,2025-04-01,139727.37,138777.08,-950.28,-0.0068,34415.61,40953.29,6537.68,0.19,97823.79,92008.56,0.99,5815.23,True
FIN-PROP-0103-202505,PROP-0103,2025-05-01,139450.72,118470.04,-20980.68,-0.1505,33985.41,38881.1,4895.69,0.1441,79588.94,75094.43,0.8734,4494.51,True
FIN-PROP-0103-202506,PROP-0103,2025-06-01,138694.9,123640.36,-15054.54,-0.1085,33670.49,34413.91,743.42,0.0221,89226.45,84809.39,0.9073,4417.06,True
FIN-PROP-0103-202507,PROP-0103,2025-07-01,137662.43,135079.62,-2582.81,-0.0188,33555.22,34091.28,536.06,0.016,100988.34,97147.33,0.9475,3841.01,True
FIN-PROP-0103-202508,PROP-0103,2025-08-01,136629.96,126841.58,-9788.38,-0.0716,33670.49,39533.91,5863.43,0.1741,87307.67,83237.46,0.9157,4070.21,True
FIN-PROP-0103-202509,PROP-0103,2025-09-01,135874.14,129926.8,-5947.34,-0.0438,33985.41,36530.96,2545.55,0.0749,93395.84,88935.59,0.9129,4460.25,True
FIN-PROP-0103-202510,PROP-0103,2025-10-01,135597.49,131648.73,-3948.76,-0.0291,34415.61,37353.62,2938.01,0.0854,94295.11,89692.98,0.9779,4602.13,True
FIN-PROP-0103-202511,PROP-0103,2025-11-01,135874.14,131868.09,-4006.05,-0.0295,34845.8,36941.04,2095.24,0.0601,94927.05,91355.6,0.9697,3571.45,True
FIN-PROP-0103-202512,PROP-0103,2025-12-01,136629.96,120229.61,-16400.35,-0.12,35160.73,37649.5,2488.77,0.0708,82580.11,77539.82,0.8576,5040.29,True
FIN-PROP-0104-202501,PROP-0104,2025-01-01,796632.41,752531.08,-44101.33,-0.0554,233028.82,222196.23,-10832.6,-0.0465,530334.86,499659.99,0.9391,30674.87,True
FIN-PROP-0104-202502,PROP-0104,2025-02-01,802607.15,716641.98,-85965.18,-0.1071,232267.36,259236.26,26968.9,0.1161,457405.71,426684.99,0.8953,30720.73,True
FIN-PROP-0104-202503,PROP-0104,2025-03-01,806980.97,771007.99,-35972.98,-0.0446,230187.01,257389.24,27202.24,0.1182,513618.75,487176.04,0.9899,26442.71,True
FIN-PROP-0104-202504,PROP-0104,2025-04-01,808581.9,769358.58,-39223.32,-0.0485,227345.19,229736.64,2391.45,0.0105,539621.94,513262.85,0.9724,26359.09,True
FIN-PROP-0104-202505,PROP-0104,2025-05-01,806980.97,783876.83,-23104.14,-0.0286,224503.38,234912.89,10409.51,0.0464,548963.94,521406.94,0.9293,27557.0,True
FIN-PROP-0104-202506,PROP-0104,2025-06-01,802607.15,681186.03,-121421.12,-0.1513,222423.02,205861.6,-16561.43,-0.0745,475324.44,446475.56,0.8661,28848.88,True
FIN-PROP-0104-202507,PROP-0104,2025-07-01,796632.41,763693.22,-32939.19,-0.0413,221661.56,242866.65,21205.08,0.0957,520826.57,487806.81,0.99,33019.76,True
FIN-PROP-0104-202508,PROP-0104,2025-08-01,790657.67,749277.66,-41380.0,-0.0523,222423.02,245531.52,23108.49,0.1039,503746.15,473469.14,0.9434,30277.01,True
FIN-PROP-0104-202509,PROP-0104,2025-09-01,786283.85,674733.19,-111550.66,-0.1419,224503.38,224660.19,156.81,0.0007,450073.0,419967.34,0.8412,30105.67,True
FIN-PROP-0104-202510,PROP-0104,2025-10-01,784682.92,796205.6,11522.67,0.0147,227345.19,223046.53,-4298.66,-0.0189,573159.07,541776.78,0.99,31382.29,True
FIN-PROP-0104-202511,PROP-0104,2025-11-01,786283.85,716863.84,-69420.01,-0.0883,230187.01,217101.79,-13085.22,-0.0568,499762.05,469905.23,0.9509,29856.82,True
FIN-PROP-0104-202512,PROP-0104,2025-12-01,790657.67,732828.01,-57829.65,-0.0731,232267.36,238456.71,6189.35,0.0266,494371.31,471757.1,0.9275,22614.21,True
FIN-PROP-0105-202501,PROP-0105,2025-01-01,131968.66,130495.13,-1473.53,-0.0112,35648.6,40128.88,4480.28,0.1257,90366.25,87040.26,0.9425,3325.99,True
FIN-PROP-0105-202502,PROP-0105,2025-02-01,132958.42,115807.3,-17151.12,-0.129,35532.11,37789.62,2257.51,0.0635,78017.68,73677.49,0.8847,4340.19,True
FIN-PROP-0105-202503,PROP-0105,2025-03-01,133682.98,120729.1,-12953.89,-0.0969,35213.86,36639.33,1425.47,0.0405,84089.77,79288.74,0.9029,4801.03,True
FIN-PROP-0105-202504,PROP-0105,2025-04-01,133948.19,126549.82,-7398.37,-0.0552,34779.12,38265.4,3486.28,0.1002,88284.41,84706.89,0.9011,3577.52,True
FIN-PROP-0105-202505,PROP-0105,2025-05-01,133682.98,114243.78,-19439.21,-0.1454,34344.38,36540.01,2195.62,0.0639,77703.77,74216.27,0.8306,3487.5,True
FIN-PROP-0105-202506,PROP-0105,2025-06-01,132958.42,120619.27,-12339.16,-0.0928,34026.13,35393.39,1367.26,0.0402,85225.88,79956.52,0.8738,5269.36,True
FIN-PROP-0105-202507,PROP-0105,2025-07-01,131968.66,118364.99,-13603.67,-0.1031,33909.65,38490.26,4580.61,0.1351,79874.73,76841.03,0.9116,3033.71,True
FIN-PROP-0105-202508,PROP-0105,2025-08-01,130978.9,109504.64,-21474.26,-0.164,34026.13,33994.61,-31.52,-0.0009,75510.02,70844.2,0.8968,4665.83,True
FIN-PROP-0105-202509,PROP-0105,2025-09-01,130254.34,107275.12,-22979.22,-0.1764,34344.38,36109.81,1765.43,0.0514,71165.31,66527.25,0.8137,4638.06,True
FIN-PROP-0105-202510,PROP-0105,2025-10-01,129989.13,108889.12,-21100.01,-0.1623,34779.12,36811.13,2032.01,0.0584,72077.99,68161.58,0.8447,3916.41,True
FIN-PROP-0105-202511,PROP-0105,2025-11-01,130254.34,105214.37,-25039.97,-0.1922,35213.86,35237.04,23.17,0.0007,69977.33,65696.71,0.8812,4280.63,True
FIN-PROP-0105-202512,PROP-0105,2025-12-01,130978.9,108465.19,-22513.7,-0.1719,35532.11,39291.76,3759.65,0.1058,69173.43,64618.23,0.8648,4555.21,True
FIN-PROP-0106-202501,PROP-0106,2025-01-01,352398.14,343162.32,-9235.82,-0.0262,138921.76,164227.76,25306.0,0.1822,178934.56,164141.87,0.9263,14792.69,True
FIN-PROP-0106-202502,PROP-0106,2025-02-01,355041.13,338162.03,-16879.1,-0.0475,138467.81,156464.9,17997.1,0.13,181697.12,173010.31,0.99,8686.81,True
FIN-PROP-0106-202503,PROP-0106,2025-03-01,356975.93,310466.01,-46509.92,-0.1303,137227.59,170749.06,33521.47,0.2443,139716.95,128730.61,0.8926,10986.34,True
FIN-PROP-0106-202504,PROP-0106,2025-04-01,357684.11,327493.92,-30190.19,-0.0844,135533.42,159304.4,23770.98,0.1754,168189.52,154831.84,0.9065,13357.68,True
FIN-PROP-0106-202505,PROP-0106,2025-05-01,356975.93,318312.77,-38663.16,-0.1083,133839.26,165110.1,31270.84,0.2336,153202.67,139016.13,0.9033,14186.55,True
FIN-PROP-0106-202506,PROP-0106,2025-06-01,355041.13,339938.89,-15102.24,-0.0425,132599.04,160051.9,27452.86,0.207,179886.99,166446.32,0.9415,13440.67,True
FIN-PROP-0106-202507,PROP-0106,2025-07-01,352398.14,348938.96,-3459.18,-0.0098,132145.09,154029.49,21884.4,0.1656,194909.47,185303.33,0.9658,9606.14,True
FIN-PROP-0106-202508,PROP-0106,2025-08-01,349755.15,305138.26,-44616.89,-0.1276,132599.04,154853.11,22254.07,0.1678,150285.15,142250.49,0.8798,8034.66,True
FIN-PROP-0106-202509,PROP-0106,2025-09-01,347820.35,326509.95,-21310.4,-0.0613,133839.26,163582.82,29743.56,0.2222,162927.13,149159.11,0.9282,13768.02,True
FIN-PROP-0106-202510,PROP-0106,2025-10-01,347112.17,332609.13,-14503.04,-0.0418,135533.42,137691.45,2158.03,0.0159,194917.67,181941.61,0.9264,12976.07,True
FIN-PROP-0106-202511,PROP-0106,2025-11-01,347820.35,311861.05,-35959.31,-0.1034,137227.59,154611.93,17384.34,0.1267,157249.11,146996.59,0.9267,10252.52,True
FIN-PROP-0106-202512,PROP-0106,2025-12-01,349755.15,308106.81,-41648.35,-0.1191,138467.81,169206.82,30739.01,0.222,138899.98,127874.33,0.8874,11025.66,True
FIN-PROP-0107-202501,PROP-0107,2025-01-01,320455.09,292385.81,-28069.28,-0.0876,155217.76,151778.51,-3439.25,-0.0222,140607.3,133214.7,0.9169,7392.6,True
FIN-PROP-0107-202502,PROP-0107,2025-02-01,322858.5,265890.47,-56968.03,-0.1764,154710.55,157889.45,3178.9,0.0205,108001.02,100528.14,0.833,7472.88,True
FIN-PROP-0107-202503,PROP-0107,2025-03-01,324617.92,313600.03,-11017.89,-0.0339,153324.86,171725.21,18400.35,0.12,141874.82,132959.27,0.99,8915.55,True
FIN-PROP-0107-202504,PROP-0107,2025-04-01,325261.92,324671.06,-590.86,-0.0018,151431.96,162301.19,10869.23,0.0718,162369.87,151215.71,0.9471,11154.16,True
FIN-PROP-0107-202505,PROP-0107,2025-05-01,324617.92,302190.09,-22427.83,-0.0691,149539.06,154901.85,5362.79,0.0359,147288.24,135041.4,0.9343,12246.84,True
FIN-PROP-0107-202506,PROP-0107,2025-06-01,322858.5,297637.18,-25221.33,-0.0781,148153.36,142304.5,-5848.86,-0.0395,155332.67,143124.74,0.9286,12207.93,True
FIN-PROP-0107-202507,PROP-0107,2025-07-01,320455.09,285469.17,-34985.92,-0.1092,147646.16,163261.45,15615.29,0.1058,122207.72,111784.88,0.9261,10422.85,True
FIN-PROP-0107-202508,PROP-0107,2025-08-01,318051.68,313820.73,-4230.95,-0.0133,148153.36,142303.35,-5850.01,-0.0395,171517.38,160777.73,0.985,10739.65,True
FIN-PROP-0107-202509,PROP-0107,2025-09-01,316292.26,304018.94,-12273.32,-0.0388,149539.06,168996.71,19457.65,0.1301,135022.23,124537.26,0.9408,10484.97,True
FIN-PROP-0107-202510,PROP-0107,2025-10-01,315648.26,288775.51,-26872.76,-0.0851,151431.96,165263.06,13831.1,0.0913,123512.45,115869.52,0.9295,7642.92,True
FIN-PROP-0107-202511,PROP-0107,2025-11-01,316292.26,273075.37,-43216.89,-0.1366,153324.86,151078.7,-2246.16,-0.0146,121996.67,110562.75,0.8936,11433.92,True
FIN-PROP-0107-202512,PROP-0107,2025-12-01,318051.68,307674.74,-10376.93,-0.0326,154710.55,175707.46,20996.9,0.1357,131967.29,120377.45,0.99,11589.84,True
FIN-PROP-0108-202501,PROP-0108,2025-01-01,44994.02,37183.7,-7810.32,-0.1736,18695.54,19469.02,773.47,0.0414,17714.68,16304.4,0.82,1410.28,True
FIN-PROP-0108-202502,PROP-0108,2025-02-01,45331.48,40981.64,-4349.83,-0.096,18634.45,22871.38,4236.93,0.2274,18110.26,16642.31,0.8913,1467.96,True
FIN-PROP-0108-202503,PROP-0108,2025-03-01,45578.51,38445.56,-7132.95,-0.1565,18467.55,23263.08,4795.53,0.2597,15182.48,14147.31,0.842,1035.17,True
FIN-PROP-0108-202504,PROP-0108,2025-04-01,45668.93,38481.35,-7187.58,-0.1574,18239.55,19361.91,1122.36,0.0615,19119.44,18010.78,0.8774,1108.66,True
FIN-PROP-0108-202505,PROP-0108,2025-05-01,45578.51,39359.14,-6219.37,-0.1365,18011.56,19223.65,1212.09,0.0673,20135.49,18677.21,0.881,1458.28,True
FIN-PROP-0108-202506,PROP-0108,2025-06-01,45331.48,38981.5,-6349.98,-0.1401,17844.66,19188.14,1343.49,0.0753,19793.35,18482.23,0.8676,1311.12,True
FIN-PROP-0108-202507,PROP-0108,2025-07-01,44994.02,39846.5,-5147.52,-0.1144,17783.57,20402.42,2618.86,0.1473,19444.08,18332.06,0.8702,1112.01,True
FIN-PROP-0108-202508,PROP-0108,2025-08-01,44656.56,41467.28,-3189.29,-0.0714,17844.66,19196.73,1352.07,0.0758,22270.54,20971.72,0.9055,1298.82,True
FIN-PROP-0108-202509,PROP-0108,2025-09-01,44409.53,38878.94,-5530.59,-0.1245,18011.56,20834.81,2823.25,0.1567,18044.13,16487.0,0.8909,1557.13,True
FIN-PROP-0108-202510,PROP-0108,2025-10-01,44319.11,36085.09,-8234.02,-0.1858,18239.55,19561.3,1321.74,0.0725,16523.79,15038.77,0.8427,1485.02,True
FIN-PROP-0108-202511,PROP-0108,2025-11-01,44409.53,41115.23,-3294.3,-0.0742,18467.55,22151.67,3684.12,0.1995,18963.56,17482.77,0.918,1480.78,True
FIN-PROP-0108-202512,PROP-0108,2025-12-01,44656.56,39357.95,-5298.61,-0.1187,18634.45,20589.48,1955.03,0.1049,18768.47,17249.75,0.8648,1518.72,True
FIN-PROP-0109-202501,PROP-0109,2025-01-01,112130.46,105719.07,-6411.39,-0.0572,51888.15,59374.45,7486.29,0.1443,46344.63,43487.78,0.9491,2856.84,True
FIN-PROP-0109-202502,PROP-0109,2025-02-01,112971.44,109285.07,-3686.37,-0.0326,51718.6,51340.28,-378.33,-0.0073,57944.79,53094.45,0.9646,4850.34,True
FIN-PROP-0109-202503,PROP-0109,2025-03-01,113587.08,97512.37,-16074.71,-0.1415,51255.37,57398.67,6143.29,0.1199,40113.71,37336.86,0.8865,2776.84,True
FIN-PROP-0109-202504,PROP-0109,2025-04-01,113812.42,110634.34,-3178.08,-0.0279,50622.59,55378.35,4755.76,0.0939,55255.98,52079.59,0.9811,3176.39,True
FIN-PROP-0109-202505,PROP-0109,2025-05-01,113587.08,109599.79,-3987.29,-0.0351,49989.81,56619.5,6629.7,0.1326,52980.28,50142.85,0.9801,2837.43,True
FIN-PROP-0109-202506,PROP-0109,2025-06-01,112971.44,98148.99,-14822.44,-0.1312,49526.58,57798.6,8272.02,0.167,40350.39,37848.97,0.8905,2501.42,True
FIN-PROP-0109-202507,PROP-0109,2025-07-01,112130.46,106101.98,-6028.48,-0.0538,49357.03,58809.0,9451.98,0.1915,47292.98,42589.58,0.9395,4703.39,True
FIN-PROP-0109-202508,PROP-0109,2025-08-01,111289.48,109607.14,-1682.34,-0.0151,49526.58,54118.76,4592.18,0.0927,55488.38,51801.24,0.9428,3687.14,True
FIN-PROP-0109-202509,PROP-0109,2025-09-01,110673.84,110681.36,7.52,0.0001,49989.81,56445.58,6455.77,0.1291,54235.79,50065.43,0.9667,4170.35,True
FIN-PROP-0109-202510,PROP-0109,2025-10-01,110448.5,108112.61,-2335.89,-0.0211,50622.59,56077.83,5455.24,0.1078,52034.78,48500.84,0.9757,3533.94,True
FIN-PROP-0109-202511,PROP-0109,2025-11-01,110673.84,105889.05,-4784.79,-0.0432,51255.37,58095.84,6840.46,0.1335,47793.22,44571.85,0.9781,3221.37,True
FIN-PROP-0109-202512,PROP-0109,2025-12-01,111289.48,100696.67,-10592.81,-0.0952,51718.6,62529.2,10810.6,0.209,38167.46,35351.84,0.8759,2815.63,True
FIN-PROP-0110-202501,PROP-0110,2025-01-01,730089.79,724116.96,-5972.83,-0.0082,187085.51,200314.84,13229.33,0.0707,523802.13,494571.82,0.9838,29230.31,True
FIN-PROP-0110-202502,PROP-0110,2025-02-01,735565.46,715311.57,-20253.89,-0.0275,186474.17,212405.99,25931.81,0.1391,502905.59,478522.54,0.9526,24383.05,True
FIN-PROP-0110-202503,PROP-0110,2025-03-01,739573.93,688037.2,-51536.73,-0.0697,184803.98,195083.83,10279.85,0.0556,492953.38,464578.48,0.9638,28374.9,True
FIN-PROP-0110-202504,PROP-0110,2025-04-01,741041.14,693374.22,-47666.92,-0.0643,182522.45,176041.41,-6481.04,-0.0355,517332.81,498545.86,0.9619,18786.95,True
FIN-PROP-0110-202505,PROP-0110,2025-05-01,739573.93,700033.19,-39540.75,-0.0535,180240.92,170035.2,-10205.71,-0.0566,529997.98,502437.65,0.9707,27560.33,True
FIN-PROP-0110-202506,PROP-0110,2025-06-01,735565.46,678856.48,-56708.98,-0.0771,178570.72,180942.07,2371.35,0.0133,497914.41,470938.5,0.9467,26975.91,True
FIN-PROP-0110-202507,PROP-0110,2025-07-01,730089.79,692419.85,-37669.94,-0.0516,177959.39,179177.15,1217.76,0.0068,513242.7,495576.5,0.9703,17666.2,True
FIN-PROP-0110-202508,PROP-0110,2025-08-01,724614.12,704580.54,-20033.58,-0.0276,178570.72,183972.66,5401.94,0.0303,520607.88,502080.06,0.921,18527.82,True
FIN-PROP-0110-202509,PROP-0110,2025-09-01,720605.65,704779.17,-15826.47,-0.022,180240.92,190189.05,9948.14,0.0552,514590.12,489233.79,0.99,25356.33,True
